,city,country,emissions,inventory_type,year
44,"Municipality of Carlos Tejedor, Argentina",Argentina,935.81,Government operations inventory,2014.0
45,"Municipality of Caseros, Argentina",Argentina,21243.66496,Community inventories,2014.0
46,"Municipality of Caseros, Argentina",Argentina,477.69,Government operations inventory,2014.0
47,"Municipality of Casilda, Argentina",Argentina,165749.8625,Community inventories,2014.0
48,"Municipality of Casilda, Argentina",Argentina,15300.749999999998,Government operations inventory,2014.0
49,"Municipality of Centeno, Argentina",Argentina,19004.01085,Community inventories,2014.0
50,"Municipality of Centeno, Argentina",Argentina,1556.77,Government operations inventory,2014.0
51,"Municipality of Chabas, Argentina",Argentina,71535.49507,Community inventories,2014.0
52,"Municipality of Chabas, Argentina",Argentina,2657.96,Government operations inventory,2014.0
53,"Municipality of Chacabuco, Argentina",Argentina,632438.0232,Community inventories,2014.0
54,"Municipality of Chacabuco, Argentina",Argentina,15779.119999999999,Government operations inventory,2014.0
55,"Municipality of Chañar Ladeado, Argentina",Argentina,44338.0,Community inventories,2014.0
56,"Municipality of Chañar Ladeado, Argentina",Argentina,1102.55,Government operations inventory,2014.0
57,"Municipality of Colón, Buenos Aires, Argentina",Argentina,236244.0172,Community inventories,2014.0
58,"Municipality of Colón, Buenos Aires, Argentina",Argentina,12109.439999999999,Government operations inventory,2014.0
59,"Municipality of Coronel Dominguez, Argentina",Argentina,4033.453623,Community inventories,2014.0
60,"Municipality of Coronel Dominguez, Argentina",Argentina,1429.1399999999999,Government operations inventory,2014.0
61,"Municipality of Correa, Argentina",Argentina,58518.34867,Community inventories,2014.0
62,"Municipality of Correa, Argentina",Argentina,914.9499999999999,Government operations inventory,2014.0
63,"Municipality of Cosquin, Argentina",Argentina,50827.4568,Community inventories,2014.0
64,"Municipality of Cosquin, Argentina",Argentina,13917.18,Government operations inventory,2014.0
65,"Municipality of Cruz Alta, Argentina",Argentina,28466.12601,Community inventories,2014.0
66,"Municipality of Cruz Alta, Argentina",Argentina,3592.9400000000005,Government operations inventory,2014.0
67,"Municipality of General Alvear, Argentina",Argentina,400144.5904,Community inventories,2014.0
68,"Municipality of General Alvear, Argentina",Argentina,28874.870000000003,Government operations inventory,2014.0
69,"Municipality of General Viamonte, Argentina",Argentina,333795.0,Community inventories,2014.0
70,"Municipality of General Viamonte, Argentina",Argentina,5560.67,Government operations inventory,2014.0
71,"Municipality of Godoy Cruz, Argentina",Argentina,533995.0,Community inventories,2014.0
72,"Municipality of Godoy Cruz, Argentina",Argentina,79396.8,Government operations inventory,2014.0
73,"Municipality of Guaminí, Argentina",Argentina,782972.0,Community inventories,2014.0
74,"Municipality of Guaminí, Argentina",Argentina,4289.38,Government operations inventory,2014.0
75,"Municipality of Guaymallén, Argentina",Argentina,826973.4391,Community inventories,2014.0
76,"Municipality of Guaymallén, Argentina",Argentina,5257.26,Government operations inventory,2014.0
77,"Municipality of Herrera, Argentina",Argentina,37907.78665,Community inventories,2014.0
78,"Municipality of Herrera, Argentina",Argentina,428.76,Government operations inventory,2014.0
79,"Municipality of Inriville, Argentina",Argentina,53054.66017,Community inventories,2014.0
80,"Municipality of Inriville, Argentina",Argentina,1703.19,Government operations inventory,2014.0
81,"Municipality of Juana Koslay, Argentina",Argentina,71576.2901,Community inventories,2016.0
82,"Municipality of Juana Koslay, Argentina",Argentina,15255.83,Government operations inventory,2016.0
83,"Municipality of Las Flores, Argentina",Argentina,7739.04,Government operations inventory,2014.0
84,"Municipality of Lobos, Argentina",Argentina,460911.0593,Community inventories,2014.0
85,"Municipality of Lobos, Argentina",Argentina,11521.29,Government operations inventory,2014.0
86,"Municipality of Los Molinos, Argentina",Argentina,15787.18962,Community inventories,2014.0
87,"Municipality of Los Molinos, Argentina",Argentina,275.18,Government operations inventory,2014.0
88,"Municipality of Los Reartes, Argentina",Argentina,8091.087764,Community inventories,2014.0
89,"Municipality of Los Reartes, Argentina",Argentina,853.53,Government operations inventory,2014.0
90,"Municipality of Los Surgentes, Argentina",Argentina,36599.68289,Community inventories,2013.0
91,"Municipality of Los Surgentes, Argentina",Argentina,545.5699999999999,Government operations inventory,2013.0
92,"Municipality of Malabrigo, Argentina",Argentina,53779.0,Community inventories,2014.0
93,"Municipality of Malabrigo, Argentina",Argentina,3046.75,Government operations inventory,2014.0
94,"Municipality of Mendoza, Argentina",Argentina,699892.9587,Community inventories,2014.0
95,"Municipality of Mendoza, Argentina",Argentina,56151.5,Government operations inventory,2014.0
96,"Municipality of Monte Buey, Argentina",Argentina,49438.86128,Community inventories,2014.0
97,"Municipality of Monte Buey, Argentina",Argentina,1226.6799999999998,Government operations inventory,2014.0
98,"Municipality of Monte Vera, Argentina",Argentina,26731.88439,Community inventories,2014.0
99,"Municipality of Monte Vera, Argentina",Argentina,2717.25,Government operations inventory,2014.0
100,"Municipality of Nogoyá, Argentina",Argentina,128272.6922,Community inventories,2014.0
101,"Municipality of Nogoyá, Argentina",Argentina,9365.369999999999,Government operations inventory,2014.0
102,"Municipality of Olavarría, Argentina",Argentina,3355338.408,Community inventories,2014.0
103,"Municipality of Olavarría, Argentina",Argentina,62880.06,Government operations inventory,2014.0
104,"Municipality of Paraná, Argentina",Argentina,828252.9462,Community inventories,2014.0
105,"Municipality of Paraná, Argentina",Argentina,128429.59,Government operations inventory,2014.0
106,"Municipality of Potrero de los Funes, Argentina",Argentina,14423.0,Community inventories,2014.0
107,"Municipality of Potrero de los Funes, Argentina",Argentina,3941.12,Government operations inventory,2014.0
108,"Municipality of Pérez, Argentina",Argentina,93846.93,Community inventories,2014.0
109,"Municipality of Pérez, Argentina",Argentina,15698590.340000002,Government operations inventory,2014.0
110,"Municipality of Rafaela, Argentina",Argentina,437276.116,Community inventories,2014.0
111,"Municipality of Rafaela, Argentina",Argentina,97533.20999999999,Government operations inventory,2014.0
112,"Municipality of Resistencia, Argentina",Argentina,850401.3089,Community inventories,2014.0
113,"Municipality of Resistencia, Argentina",Argentina,139796.22,Government operations inventory,2014.0
114,"Municipality of Rivadavia, Argentina",Argentina,580273.7364,Community inventories,2014.0
115,"Municipality of Rivadavia, Argentina",Argentina,3968.0,Government operations inventory,2014.0
116,"Municipality of Rojas, Argentina",Argentina,274101.1198,Community inventories,2014.0
117,"Municipality of Rojas, Argentina",Argentina,13670.539999999999,Government operations inventory,2014.0
118,"Municipality of Rosario, Argentina",Argentina,3687016.0,Community inventories,2014.0
119,"Municipality of Río Cuarto, Argentina",Argentina,1060073.656,Community inventories,2014.0
120,"Municipality of Río Cuarto, Argentina",Argentina,120740.72,Government operations inventory,2014.0
121,"Municipality of Salliqueló, Argentina",Argentina,204829.0821,Community inventories,2014.0
122,"Municipality of Salliqueló, Argentina",Argentina,2137.34,Government operations inventory,2014.0
123,"Municipality of Salta, Argentina",Argentina,1865433.083,Community inventories,2014.0
124,"Municipality of Salta, Argentina",Argentina,321117.66,Government operations inventory,2014.0
125,"Municipality of San Antonio de Areco, Argentina",Argentina,185909.5512,Community inventories,2014.0
126,"Municipality of San Antonio de Areco, Argentina",Argentina,4497.52,Government operations inventory,2014.0
127,"Municipality of San Carlos Sud, Argentina",Argentina,25197.9353,Community inventories,2014.0
128,"Municipality of San Carlos Sud, Argentina",Argentina,1560.88,Government operations inventory,2014.0
129,"Municipality of San Fernando del Valle de Catamarca, Argentina",Argentina,505710.7089,Community inventories,2014.0
130,"Municipality of San Fernando del Valle de Catamarca, Argentina",Argentina,97904.23,Government operations inventory,2014.0
131,"Municipality of San Isidro, Buenos Aires, Argentina",Argentina,1379493.0,Community inventories,2014.0
132,"Municipality of San Isidro, Buenos Aires, Argentina",Argentina,329309.64999999997,Government operations inventory,2014.0
133,"Municipality of San Martín de los Andes, Argentina",Argentina,248601.3483,Community inventories,2014.0
134,"Municipality of San Martín de los Andes, Argentina",Argentina,46712.78,Government operations inventory,2014.0
135,"Municipality of San Miguel, Argentina",Argentina,781482.5299,Community inventories,2014.0
136,"Municipality of San Miguel, Argentina",Argentina,225858.68,Government operations inventory,2014.0
137,"Municipality of Santa Fe de la Vera Cruz, Argentina",Argentina,1004966.517,Community inventories,2014.0
138,"Municipality of Santa Fe de la Vera Cruz, Argentina",Argentina,109031.31,Government operations inventory,2014.0
139,"Municipality of Soldini, Argentina",Argentina,12334.18256,Community inventories,2014.0
140,"Municipality of Soldini, Argentina",Argentina,1313.9099999999999,Government operations inventory,2014.0
141,"Municipality of Tafi Viejo, Argentina",Argentina,148764.0786,Community inventories,2014.0
142,"Municipality of Tafi Viejo, Argentina",Argentina,34538.58,Government operations inventory,2014.0
143,"Municipality of Totoras, Argentina",Argentina,93250.0,Community inventories,2014.0
144,"Municipality of Totoras, Argentina",Argentina,3937.23,Government operations inventory,2014.0
145,"Municipality of Uranga, Argentina",Argentina,10060.61238,Community inventories,2014.0
146,"Municipality of Uranga, Argentina",Argentina,571.61,Government operations inventory,2014.0
147,"Municipality of Venado Tuerto, Argentina",Argentina,431340.4858,Community inventories,2014.0
148,"Municipality of Venado Tuerto, Argentina",Argentina,45483.630000000005,Government operations inventory,2014.0
149,"Municipality of Villa General Belgrano, Argentina",Argentina,62901.08048,Community inventories,2014.0
150,"Municipality of Villa General Belgrano, Argentina",Argentina,6791.51,Government operations inventory,2014.0
151,"Municipality of Villa Pehuenia, Argentina",Argentina,28230.0,Community inventories,2014.0
152,"Adelaide City Council, Australia",Australia,962556.0,Community inventories,2012.0
153,"Adelaide City Council, Australia",Australia,563653.0,Community inventories,2013.0
154,"Australian Capital Territory Government, Australia",Australia,40633.11,Government operations inventory,2015.0
155,"Byron Shire Council, Australia",Australia,358302.0,Community inventories,2015.0
156,"Byron Shire Council, Australia",Australia,0.0,Government operations inventory,2015.0
157,"City of Joondalup, Australia",Australia,0.0,Government operations inventory,2013.0
158,"City of Mandurah, Australia",Australia,780391.13,Community inventories,2009.0
159,"City of Mandurah, Australia",Australia,3094.0,Government operations inventory,2009.0
160,"City of Melville, Australia",Australia,1181090.025,Community inventories,2015.0
161,"City of Sydney, Australia",Australia,5766936.0,Community inventories,2011.0
162,"City of Sydney, Australia",Australia,8369.0,Government operations inventory,2013.0
163,"City of Yarra, Australia",Australia,136105505.9,Community inventories,2017.0
164,"City of Yarra, Australia",Australia,39.0,Government operations inventory,2017.0
165,"Mornington Peninsula Shire Council, Australia",Australia,0.0,Government operations inventory,2013.0
166,"Penrith City Council, Australia",Australia,2240177.485,Community inventories,2015.0
167,"Port Phillip City Council, Australia",Australia,911.0,Government operations inventory,2014.0
168,"Tweed Shire Council, Australia",Australia,879948.0,Community inventories,2016.0
169,"City of Graz, Austria",Austria,1218740.0,Community inventories,1994.0
170,"Brussels Capital Region, Belgium",Belgium,4057300.0,Community inventories,1990.0
171,"Brussels Capital Region, Belgium",Belgium,4222500.0,Community inventories,2000.0
172,"Brussels Capital Region, Belgium",Belgium,4260500.0,Community inventories,2005.0
173,"Brussels Capital Region, Belgium",Belgium,4119100.0,Community inventories,2006.0
174,"Brussels Capital Region, Belgium",Belgium,3763400.0,Community inventories,2007.0
175,"Brussels Capital Region, Belgium",Belgium,4008000.0,Community inventories,2008.0
176,"Brussels Capital Region, Belgium",Belgium,3803900.0,Community inventories,2009.0
177,"Brussels Capital Region, Belgium",Belgium,4055800.0,Community inventories,2010.0
178,"Brussels Capital Region, Belgium",Belgium,3293000.0,Community inventories,2011.0
179,"City of Antwerp, Belgium",Belgium,3567239.0,Community inventories,2010.0
180,"City of Antwerp, Belgium",Belgium,9318.0,Government operations inventory,2010.0
181,"City of Ghent, Belgium",Belgium,11020048.0,Community inventories,2007.0
182,"City of Ghent, Belgium",Belgium,9106743.0,Community inventories,2009.0
183,"City of Ghent, Belgium",Belgium,1600.0,Government operations inventory,2007.0
184,"City of Ghent, Belgium",Belgium,2173.0,Government operations inventory,2009.0
185,"City of Mechelen, Belgium",Belgium,0.0,Government operations inventory,2012.0
186,"City of Mouscron, Belgium",Belgium,191596.0,Community inventories,2012.0
187,"City of Mouscron, Belgium",Belgium,38846684.0,Government operations inventory,2012.0
188,"Municipality of Belo Horizonte, Brazil",Brazil,2978584.0,Community inventories,2007.0
189,"Municipality of Belo Horizonte, Brazil",Brazil,3253559.0,Community inventories,2010.0
190,"Municipality of Belo Horizonte, Brazil",Brazil,8793150.0,Community inventories,2013.0
191,"Municipality of Belo Horizonte, Brazil",Brazil,4578864.0,Community inventories,2015.0
192,"Municipality of Belo Horizonte, Brazil",Brazil,189756.0,Government operations inventory,2007.0
193,"Municipality of Belo Horizonte, Brazil",Brazil,10759.77,Government operations inventory,2013.0
194,"Municipality of Betim, Brazil",Brazil,3702749.0,Community inventories,2012.0
195,"Municipality of Betim, Brazil",Brazil,1716901.0,Community inventories,2013.0
196,"Municipality of Curitiba, Brazil",Brazil,4132817.0,Community inventories,2012.0
197,"Municipality of Duque de Caxias, Brazil",Brazil,1454654.0,Community inventories,2014.0
198,"Municipality of Fortaleza, Brazil",Brazil,3827165.0,Community inventories,2012.0
199,"Municipality of Fortaleza, Brazil",Brazil,1187898874.0,Community inventories,2014.0
200,"Municipality of Fortaleza, Brazil",Brazil,5595.0,Government operations inventory,2012.0
201,"Municipality of Fortaleza, Brazil",Brazil,131977885.0,Government operations inventory,2014.0
202,"Municipality of Londrina, Brazil",Brazil,0.0,Government operations inventory,2013.0
203,"Municipality of Porto Alegre, Brazil",Brazil,0.0,Government operations inventory,2013.0
204,"Municipality of Porto Alegre, Brazil",Brazil,2032605.0,Government operations inventory,2013.0
205,"Municipality of Recife, Brazil",Brazil,2207153.13,Community inventories,2012.0
206,"Municipality of Recife, Brazil",Brazil,2923354.0,Community inventories,2015.0
207,"Municipality of Recife, Brazil",Brazil,2923381.0,Community inventories,2015.0
208,"Municipality of Recife, Brazil",Brazil,0.0,Government operations inventory,2012.0
209,"Municipality of Recife, Brazil",Brazil,0.0,Government operations inventory,2015.0
210,"Municipality of Rio de Janeiro, Brazil",Brazil,10718100.40987,Community inventories,2005.0
211,"Municipality of Rio de Janeiro, Brazil",Brazil,11127970.0,Community inventories,2005.0
212,"Municipality of Rio de Janeiro, Brazil",Brazil,44343362.0,Community inventories,2012.0
213,"Municipality of Rio de Janeiro, Brazil",Brazil,0.0,Government operations inventory,2012.0
214,"Municipality of Rio de Janeiro, Brazil",Brazil,554.6600000000001,Government operations inventory,2012.0
215,"Municipality of Sorocaba, Brazil",Brazil,9178321.473000001,Community inventories,2012.0
216,"Municipality of Sorocaba, Brazil",Brazil,1262061.0,Community inventories,2014.0
217,"Municipality of Sorocaba, Brazil",Brazil,1231087.0,Community inventories,2015.0
218,"Municipality of Sorocaba, Brazil",Brazil,0.0,Government operations inventory,2012.0
219,"Municipality of Sorocaba, Brazil",Brazil,809485.0,Government operations inventory,2012.0
220,"Municipality of São Paulo, Brazil",Brazil,14848722.0,Community inventories,2003.0
221,"Municipality of São Paulo, Brazil",Brazil,15880130.359000001,Community inventories,2011.0
222,"Municipality of São Paulo, Brazil",Brazil,554.6600000000001,Government operations inventory,2003.0
223,"City of Calgary, AB, Canada",Canada,16508131.0,Community inventories,2009.0
224,"City of Calgary, AB, Canada",Canada,110917.0,Government operations inventory,2009.0
225,"City of Colwood, Canada",Canada,65518.0,Community inventories,2007.0
226,"City of Colwood, Canada",Canada,298.0,Government operations inventory,2007.0
227,"City of Colwood, Canada",Canada,291.0,Government operations inventory,2008.0
228,"City of Colwood, Canada",Canada,233.0,Government operations inventory,2009.0
229,"City of Colwood, Canada",Canada,227.0,Government operations inventory,2010.0
230,"City of Colwood, Canada",Canada,231.0,Government operations inventory,2011.0
231,"City of Edmonton, AB, Canada",Canada,15201661.0,Community inventories,2008.0
232,"City of Edmonton, AB, Canada",Canada,15891273.0,Community inventories,2012.0
233,"City of Edmonton, AB, Canada",Canada,16712028.0,Community inventories,2014.0
234,"City of Edmonton, AB, Canada",Canada,16665736.0,Community inventories,2016.0
235,"City of Edmonton, AB, Canada",Canada,143803.0,Government operations inventory,2008.0
236,"City of Edmonton, AB, Canada",Canada,156409.0,Government operations inventory,2012.0
237,"City of Edmonton, AB, Canada",Canada,162767.0,Government operations inventory,2013.0
238,"City of Edmonton, AB, Canada",Canada,168317.0,Government operations inventory,2014.0
239,"City of Edmonton, AB, Canada",Canada,42179.0,Government operations inventory,2016.0
240,"City of Fredericton, NB, Canada",Canada,0.0,Government operations inventory,2000.0
241,"City of Fredericton, NB, Canada",Canada,0.0,Government operations inventory,2004.0
242,"City of Fredericton, NB, Canada",Canada,0.0,Government operations inventory,2008.0
243,"City of Greater Sudbury, ON, Canada",Canada,2297000.0,Community inventories,1990.0
244,"City of Greater Sudbury, ON, Canada",Canada,2172000.0,Community inventories,1998.0
245,"City of Maple Ridge, Canada",Canada,325181.0,Community inventories,2007.0
246,"City of Maple Ridge, Canada",Canada,337192.0,Community inventories,2010.0
247,"City of Maple Ridge, Canada",Canada,969.0,Government operations inventory,2007.0
248,"City of Maple Ridge, Canada",Canada,1008.0,Government operations inventory,2008.0
249,"City of Maple Ridge, Canada",Canada,952.0,Government operations inventory,2009.0
250,"City of Maple Ridge, Canada",Canada,895.0,Government operations inventory,2010.0
251,"City of Maple Ridge, Canada",Canada,960.0,Government operations inventory,2011.0
252,"City of Maple Ridge, Canada",Canada,1040.0,Government operations inventory,2012.0
253,"City of Maple Ridge, Canada",Canada,1301.0,Government operations inventory,2013.0
254,"City of Maple Ridge, Canada",Canada,1313.0,Government operations inventory,2014.0
255,"City of Montréal, QC, Canada",Canada,13235586.0,Community inventories,2009.0
256,"City of Montréal, QC, Canada",Canada,98785.0,Government operations inventory,2010.0
257,"City of North Vancouver, Canada",Canada,220415.0,Community inventories,2005.0
258,"City of North Vancouver, Canada",Canada,222146.0,Community inventories,2006.0
259,"City of North Vancouver, Canada",Canada,224211.0,Community inventories,2007.0
260,"City of North Vancouver, Canada",Canada,225763.0,Community inventories,2007.0
261,"City of North Vancouver, Canada",Canada,223475.0,Community inventories,2008.0
262,"City of North Vancouver, Canada",Canada,217523.0,Community inventories,2009.0
263,"City of North Vancouver, Canada",Canada,207433.0,Community inventories,2010.0
264,"City of North Vancouver, Canada",Canada,209721.0,Community inventories,2015.0
265,"City of North Vancouver, Canada",Canada,958.0,Government operations inventory,2005.0
266,"City of North Vancouver, Canada",Canada,875.0,Government operations inventory,2006.0
267,"City of North Vancouver, Canada",Canada,852.0,Government operations inventory,2007.0
268,"City of North Vancouver, Canada",Canada,913.0,Government operations inventory,2008.0
269,"City of North Vancouver, Canada",Canada,888.0,Government operations inventory,2009.0
270,"City of North Vancouver, Canada",Canada,853.0,Government operations inventory,2010.0
271,"City of North Vancouver, Canada",Canada,829.0,Government operations inventory,2011.0
272,"City of North Vancouver, Canada",Canada,821.0,Government operations inventory,2012.0
273,"City of North Vancouver, Canada",Canada,858.0,Government operations inventory,2013.0
274,"City of North Vancouver, Canada",Canada,197.0,Government operations inventory,2015.0
275,"City of Richmond, BC, Canada",Canada,1155438.0,Community inventories,2007.0
276,"City of Richmond, BC, Canada",Canada,4356.0,Government operations inventory,1995.0
277,"City of Richmond, BC, Canada",Canada,3885.0,Government operations inventory,1999.0
278,"City of Richmond, BC, Canada",Canada,4342.0,Government operations inventory,2007.0
279,"City of Surrey, Canada",Canada,1991089.0,Community inventories,2007.0
280,"City of Surrey, Canada",Canada,2117723.0,Community inventories,2010.0
281,"City of Surrey, Canada",Canada,2570120.0,Community inventories,2014.0
282,"City of Surrey, Canada",Canada,9751.0,Government operations inventory,2009.0
283,"City of Surrey, Canada",Canada,9809.0,Government operations inventory,2010.0
284,"City of Surrey, Canada",Canada,10538.0,Government operations inventory,2011.0
285,"City of Surrey, Canada",Canada,9815.0,Government operations inventory,2012.0
286,"City of Surrey, Canada",Canada,7897.0,Government operations inventory,2013.0
287,"City of Thunder Bay, ON, Canada",Canada,1050992.456,Community inventories,2016.0
288,"City of Vancouver, BC, Canada",Canada,2842740.0,Community inventories,2008.0
289,"City of Vancouver, BC, Canada",Canada,2657000.0,Community inventories,2012.0
290,"City of Vancouver, BC, Canada",Canada,2585000.0,Community inventories,2013.0
291,"City of Vancouver, BC, Canada",Canada,2542110.0,Community inventories,2014.0
292,"City of Vancouver, BC, Canada",Canada,4960223.0,Community inventories,2015.0
293,"City of Vancouver, BC, Canada",Canada,472950.0,Government operations inventory,2008.0
294,"City of Vancouver, BC, Canada",Canada,411808.0,Government operations inventory,2012.0
295,"City of Vancouver, BC, Canada",Canada,353651.0,Government operations inventory,2013.0
296,"City of Vancouver, BC, Canada",Canada,352208.0,Government operations inventory,2014.0
297,"City of Vancouver, BC, Canada",Canada,209707.0,Government operations inventory,2015.0
298,"City of Yellowknife, Canada",Canada,1038.0,Government operations inventory,2004.0
299,"City of Yellowknife, Canada",Canada,860.0,Government operations inventory,2009.0
300,"District of Delta, BC, Canada",Canada,861535.0,Community inventories,2007.0
301,"District of Delta, BC, Canada",Canada,846216.0,Community inventories,2010.0
302,"District of Delta, BC, Canada",Canada,2283.0,Government operations inventory,2007.0
303,"District of Delta, BC, Canada",Canada,2329.0,Government operations inventory,2008.0
304,"District of Delta, BC, Canada",Canada,2154.0,Government operations inventory,2009.0
305,"District of Delta, BC, Canada",Canada,2681.0,Government operations inventory,2012.0
306,"District of Delta, BC, Canada",Canada,2587.0,Government operations inventory,2013.0
307,"District of Delta, BC, Canada",Canada,2219.0,Government operations inventory,2015.0
308,"District of North Cowichan, Canada",Canada,289801.0,Community inventories,2007.0
309,"District of North Cowichan, Canada",Canada,723.0,Government operations inventory,2011.0
310,"District of Saanich, BC, Canada",Canada,440832.0,Community inventories,2007.0
311,"District of Saanich, BC, Canada",Canada,426468.0,Community inventories,2010.0
312,"District of Saanich, BC, Canada",Canada,2879.0,Government operations inventory,2007.0
313,"District of Saanich, BC, Canada",Canada,2642.0,Government operations inventory,2008.0
314,"District of Saanich, BC, Canada",Canada,2397.0,Government operations inventory,2009.0
315,"District of Saanich, BC, Canada",Canada,2367.0,Government operations inventory,2010.0
316,"District of Saanich, BC, Canada",Canada,2234.0,Government operations inventory,2011.0
317,"District of Saanich, BC, Canada",Canada,2230.0,Government operations inventory,2012.0
318,"District of Saanich, BC, Canada",Canada,2169.0,Government operations inventory,2013.0
319,"District of Saanich, BC, Canada",Canada,2487.0,Government operations inventory,2014.0
320,"District of West Vancouver, Canada",Canada,130450.0,Government operations inventory,2007.0
321,"District of West Vancouver, Canada",Canada,1076.0,Government operations inventory,2008.0
322,"District of West Vancouver, Canada",Canada,1002.0,Government operations inventory,2009.0
323,"Metro Vancouver, BC, Canada",Canada,278204.0,Government operations inventory,2008.0
324,"Metro Vancouver, BC, Canada",Canada,238460.0,Government operations inventory,2009.0
325,"Metro Vancouver, BC, Canada",Canada,244580.0,Government operations inventory,2010.0
326,"Regional Municipality of Waterloo, ON, Canada",Canada,0.0,Government operations inventory,2009.0
327,"Town of Ajax, Canada",Canada,521250.0,Community inventories,2005.0
328,"Town of Ajax, Canada",Canada,1497.0,Government operations inventory,2005.0
329,"Town of Caledon, Canada",Canada,312300.0,Community inventories,2006.0
330,"Town of Halton Hills, ON, Canada",Canada,1351580.0,Community inventories,2011.0
331,"Town of Halton Hills, ON, Canada",Canada,0.0,Government operations inventory,2011.0
332,"Town of Oakville, ON, Canada",Canada,885392.0,Community inventories,2014.0
333,"Municipality of Valdivia, Chile",Chile,1033270.0,Community inventories,2012.0
334,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,63768100.0,Community inventories,2010.0
335,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,61897600.0,Community inventories,2011.0
336,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,63251100.0,Community inventories,2012.0
337,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,56114754.0,Community inventories,2013.0
338,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,58701796.0,Community inventories,2013.0
