,"Agriculture, forest and other land use",Industrial process and product use,Stationary energy,Transport,Waste management,city,country,inventory_type,Other
771,0.0,0.0,206806.267471173,212591.9,5270.0,"City of Burlington, VT, United States",United States,Community inventories,
772,0.0,0.0,0.0,1862.8,0.0,"City of Burlington, VT, United States",United States,Government operations inventory,0.0
773,0.0,12672.0,1248386.0,838986.0,17132.0,"City of Charleston, SC, United States",United States,Community inventories,
774,0.0,0.0,0.0,9252.0,0.0,"City of Charleston, SC, United States",United States,Government operations inventory,0.0
775,0.0,0.0,556621.0,120111.0,24693.0,"City of Charlottesville, VA, United States",United States,Community inventories,
776,0.0,0.0,0.0,5995.0,0.0,"City of Charlottesville, VA, United States",United States,Government operations inventory,0.0
777,0.0,0.0,24176851.0,7736131.0,1632594.0,"City of Chicago, IL, United States",United States,Community inventories,
778,0.0,0.0,0.0,0.0,0.0,"City of Chicago, IL, United States",United States,Government operations inventory,0.0
779,0.0,0.0,0.0,0.0,0.0,"City of Chula Vista, CA, United States",United States,Community inventories,
780,0.0,0.0,0.0,6617.0,0.0,"City of Chula Vista, CA, United States",United States,Government operations inventory,0.0
781,0.0,0.0,4172024.0,1974198.0,0.0,"City of Cincinnati, OH, United States",United States,Community inventories,
782,0.0,0.0,0.0,28733.47,0.0,"City of Cincinnati, OH, United States",United States,Government operations inventory,0.0
783,0.0,0.0,6358398.0,1191153.0,132672.0,"City of Cleveland, OH, United States",United States,Community inventories,
784,0.0,0.0,0.0,30445.0,0.0,"City of Cleveland, OH, United States",United States,Government operations inventory,0.0
785,0.0,0.0,0.0,1550.0,0.0,"City of Coconut Creek, FL, United States",United States,Government operations inventory,26.0
786,0.0,0.0,0.0,0.0,0.0,"City of Columbus, OH, United States",United States,Community inventories,
787,0.0,0.0,0.0,3345631.0,2889.0,"City of Columbus, OH, United States",United States,Government operations inventory,0.0
788,0.0,0.0,2126261.0,0.0,68610.0,"City of Des Moines, IA, United States",United States,Community inventories,
789,0.0,0.0,0.0,0.0,0.0,"City of Des Moines, IA, United States",United States,Government operations inventory,0.0
790,0.0,0.0,2197858.0,488440.0,15839.0,"City of Duluth, MN, United States",United States,Community inventories,
791,0.0,0.0,0.0,3330.0,0.0,"City of Duluth, MN, United States",United States,Government operations inventory,0.0
792,0.0,0.0,58316.0,67880.0,6837.0,"City of El Cerrito, CA, United States",United States,Community inventories,
793,0.0,0.0,0.0,488.0,66.0,"City of El Cerrito, CA, United States",United States,Government operations inventory,397.0
794,0.0,0.0,73001.0,92010.0,4108.0,"City of Emeryville, CA, United States",United States,Community inventories,
795,0.0,0.0,0.0,848.0,154.0,"City of Emeryville, CA, United States",United States,Government operations inventory,27.0
796,0.0,4097.0,808563.0,0.0,0.0,"City of Evanston, IL, United States",United States,Community inventories,
797,0.0,0.0,0.0,2966.0,0.0,"City of Evanston, IL, United States",United States,Government operations inventory,0.0
798,0.0,0.0,734003.0,390905.0,65901.0,"City of Flagstaff, AZ, United States",United States,Community inventories,
799,0.0,0.0,0.0,6573.0,1021.0,"City of Flagstaff, AZ, United States",United States,Government operations inventory,103.0
800,0.0,0.0,0.0,0.0,0.0,"City of Flint, MI, United States",United States,Government operations inventory,0.0
801,0.0,0.0,1423311.0,522417.0,96682.0,"City of Fort Collins, CO, United States",United States,Community inventories,
802,0.0,0.0,682168.0,1116412.0,64641.0,"City of Fremont, CA, United States",United States,Community inventories,
803,0.0,0.0,0.0,2789.0,491.0,"City of Fremont, CA, United States",United States,Government operations inventory,0.0
804,0.0,0.0,842199.0,1146164.0,27285.0,"City of Grand Rapids, MI, United States",United States,Community inventories,
805,0.0,0.0,0.0,7147.0,0.0,"City of Grand Rapids, MI, United States",United States,Government operations inventory,0.0
806,0.0,0.0,192200.0,216546.0,3764.0,"City of Hawthorne, CA, United States",United States,Community inventories,
807,0.0,0.0,0.0,1034.0,254.0,"City of Hawthorne, CA, United States",United States,Government operations inventory,0.0
808,0.0,0.0,0.0,1899.0,275.0,"City of Hillsboro, OR, United States",United States,Government operations inventory,0.0
809,0.0,0.0,0.0,87264.0,2175.0,"City of Houston, TX, United States",United States,Government operations inventory,0.0
810,0.0,0.0,202892.0,205102.0,10572.0,"City of Keene, NH, United States",United States,Community inventories,
811,0.0,0.0,0.0,1135.0,505.0,"City of Keene, NH, United States",United States,Government operations inventory,0.0
812,0.0,0.0,2233941.0,1981042.0,0.0,"City of Knoxville, TN, United States",United States,Community inventories,
813,0.0,0.0,0.0,23812.0,1237.0,"City of Knoxville, TN, United States",United States,Government operations inventory,5780.0
814,0.0,0.0,0.0,0.0,0.0,"City of Las Cruces, NM, United States",United States,Community inventories,
815,0.0,0.0,0.0,7491.0,714.0,"City of Las Cruces, NM, United States",United States,Government operations inventory,8834.0
816,0.0,0.0,84275367.0,9817784.0,709951.0,"City of Las Vegas, NV, United States",United States,Community inventories,
817,0.0,0.0,0.0,0.0,0.0,"City of Las Vegas, NV, United States",United States,Government operations inventory,0.0
818,0.0,0.0,45187.0,0.0,0.0,"City of Los Altos, CA, United States",United States,Community inventories,
819,0.0,0.0,0.0,346.0,9.0,"City of Los Altos, CA, United States",United States,Government operations inventory,0.0
820,0.0,0.0,148204.0,141488.0,5979.0,"City of Manhattan Beach, CA, United States",United States,Community inventories,
821,0.0,0.0,0.0,1788.0,35.0,"City of Manhattan Beach, CA, United States",United States,Government operations inventory,0.0
822,0.0,0.0,121428.0,360043.0,40248.0,"City of Martinez, CA, United States",United States,Community inventories,
823,0.0,0.0,0.0,599.0,1035.0,"City of Martinez, CA, United States",United States,Government operations inventory,454.0
824,0.0,0.0,930910.0,180229.0,6706.0,"City of Miami Beach, FL, United States",United States,Community inventories,
825,0.0,0.0,0.0,0.0,0.0,"City of Miami Beach, FL, United States",United States,Government operations inventory,0.0
826,0.0,0.0,2668054.0,1905956.0,130583.0,"City of Miami, FL, United States",United States,Community inventories,
827,0.0,0.0,0.0,21228.0,1446.0,"City of Miami, FL, United States",United States,Government operations inventory,0.0
828,0.0,0.0,0.0,0.0,0.0,"City of Minneapolis, United States",United States,Community inventories,
829,0.0,0.0,0.0,0.0,0.0,"City of Minneapolis, United States",United States,Government operations inventory,0.0
830,0.0,0.0,614468.0,409238.0,15041.0,"City of North Little Rock, AR, United States",United States,Community inventories,
831,0.0,0.0,0.0,3999.13,286.0,"City of North Little Rock, AR, United States",United States,Government operations inventory,117.0
832,0.0,0.0,984587.0,1488419.0,72914.0,"City of Oakland, CA, United States",United States,Community inventories,
833,0.0,0.0,267666.0,209325.0,8050.0,"City of Olympia, WA, United States",United States,Community inventories,
834,0.0,0.0,14583227.0,0.0,1836091.0,"City of Philadelphia, PA, United States",United States,Community inventories,
835,0.0,0.0,0.0,53320.0,155183.0,"City of Philadelphia, PA, United States",United States,Government operations inventory,0.0
836,0.0,0.0,47700509.0,28328972.0,334394.0,"City of Portland, OR, United States",United States,Community inventories,
837,0.0,0.0,2347437.0,805031.0,35123.0,"City of Richmond, VA, United States",United States,Community inventories,
838,0.0,0.0,0.0,17163.0,15565.0,"City of Richmond, VA, United States",United States,Government operations inventory,11097.0
839,0.0,0.0,0.0,4851.0,748.0,"City of Rock Hill, SC, United States",United States,Government operations inventory,0.0
840,0.0,0.0,0.0,19734.0,0.0,"City of San José, United States",United States,Government operations inventory,0.0
841,0.0,0.0,162407.0,74713.0,0.0,"City of San Rafael, CA, United States",United States,Community inventories,
842,0.0,0.0,0.0,849.0,0.0,"City of San Rafael, CA, United States",United States,Government operations inventory,15.0
843,0.0,0.0,212591.5495,307403.0444,18595.45154,"City of Santa Barbara, CA, United States",United States,Community inventories,
844,0.0,0.0,0.0,0.0,0.0,"City of Santa Cruz, United States",United States,Community inventories,
845,0.0,0.0,842529.0,1023561.0,83415.0,"City of Santa Fe, NM, United States",United States,Community inventories,
846,0.0,0.0,334591.0,741615.0,34109.0,"City of Santa Monica, CA, United States",United States,Community inventories,
847,0.0,0.0,0.0,0.0,0.0,"City of Santa Monica, CA, United States",United States,Government operations inventory,0.0
848,0.0,0.0,2493000.0,3542000.0,97000.0,"City of Seattle, WA, United States",United States,Community inventories,
849,0.0,0.0,0.0,23400.0,12900.0,"City of Seattle, WA, United States",United States,Government operations inventory,0.0
850,0.0,0.0,0.0,0.0,0.0,"City of Southfield, MI, United States",United States,Community inventories,
851,0.0,0.0,0.0,2996.0,1535.0,"City of Southfield, MI, United States",United States,Government operations inventory,0.0
852,0.0,0.0,700350.0,444550.0,83840.0,"City of Sunnyvale, CA, United States",United States,Community inventories,
853,0.0,0.0,607023.0,891165.0,60527.0,"City of Tacoma, WA, United States",United States,Community inventories,
854,0.0,0.0,0.0,0.0,35071.0,"City of Tacoma, WA, United States",United States,Government operations inventory,0.0
855,0.0,0.0,4340255.0,2701124.0,199045.0,"City of Tucson, AZ, United States",United States,Community inventories,
856,0.0,0.0,0.0,18561.0,1686.0,"City of Tucson, AZ, United States",United States,Government operations inventory,0.0
857,0.0,0.0,0.0,2076.0,40.0,"City of University City, MO, United States",United States,Government operations inventory,40.0
858,0.0,0.0,0.0,0.0,0.0,"City of Urbana, IL, United States",United States,Community inventories,
859,0.0,0.0,0.0,1031.0,57.0,"City of Urbana, IL, United States",United States,Government operations inventory,0.0
860,0.0,0.0,0.0,0.0,0.0,"City of Waukesha, WI, United States",United States,Government operations inventory,0.0
861,0.0,0.0,825452.0,604669.0,54646.0,"City of West Palm Beach, United States",United States,Community inventories,
862,0.0,0.0,4449521.0,1742451.0,382996.0,"County of Lexington-Fayette, KY, United States",United States,Community inventories,
