,actions_nr,city,city_profile_url,commitments_nr,country,performance_nr,state
320,2,Sumida City,http://carbonn.org/city_profiles/Sumida_City&text=Sumida%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
321,0,Taito City,http://carbonn.org/city_profiles/Taito_City&text=Taito%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
322,0,Takarazuka City,http://carbonn.org/city_profiles/Takarazuka_City&text=Takarazuka%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
323,0,Takatsuki City,http://carbonn.org/city_profiles/Takatsuki_City&text=Takatsuki%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
324,0,Tokorozawa City,http://carbonn.org/city_profiles/Tokorozawa_City&text=Tokorozawa%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,0,
325,0,Tokushima City,http://carbonn.org/city_profiles/Tokushima_City&text=Tokushima%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
326,4,Tokyo Metropolitan Government,http://carbonn.org/city_profiles/Tokyo_Metropolitan_Government&text=Tokyo%20Metropolitan%20Government%20on%20Carbonn%20Climate%20Registry,8,Japan,5,
327,0,Tottori City,http://carbonn.org/city_profiles/Tottori_City&text=Tottori%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
328,6,Tottori Prefecture,http://carbonn.org/city_profiles/Tottori_Prefecture&text=Tottori%20Prefecture%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
329,1,Toyama City,http://carbonn.org/city_profiles/Toyama_City&text=Toyama%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
330,3,Toyama Prefecture,http://carbonn.org/city_profiles/Toyama_Prefecture&text=Toyama%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
331,0,Toyonaka City,http://carbonn.org/city_profiles/Toyonaka_City&text=Toyonaka%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
332,0,Tsukuba City,http://carbonn.org/city_profiles/Tsukuba_City&text=Tsukuba%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
333,1,Ube City,http://carbonn.org/city_profiles/Ube_City&text=Ube%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
334,0,Utsunomiya City,http://carbonn.org/city_profiles/Utsunomiya_City&text=Utsunomiya%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
335,1,Wakayama Prefecture,http://carbonn.org/city_profiles/Wakayama_Prefecture&text=Wakayama%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
336,2,Yamagata Prefecture,http://carbonn.org/city_profiles/Yamagata_Prefecture&text=Yamagata%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
337,0,Yamaguchi City,http://carbonn.org/city_profiles/Yamaguchi_City&text=Yamaguchi%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
338,6,Yamaguchi Prefecture,http://carbonn.org/city_profiles/Yamaguchi_Prefecture&text=Yamaguchi%20Prefecture%20on%20Carbonn%20Climate%20Registry,4,Japan,2,
339,7,Yamanashi Prefecture,http://carbonn.org/city_profiles/Yamanashi_Prefecture&text=Yamanashi%20Prefecture%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
340,0,Yao City,http://carbonn.org/city_profiles/Yao_City&text=Yao%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
341,3,Yokohama City,http://carbonn.org/city_profiles/Yokohama_City&text=Yokohama%20City%20on%20Carbonn%20Climate%20Registry,7,Japan,3,
342,0,Yokosuka City,http://carbonn.org/city_profiles/Yokosuka_City&text=Yokosuka%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
343,1,Greater Amman Municipality,http://carbonn.org/city_profiles/Greater_Amman_Municipality&text=Greater%20Amman%20Municipality%20on%20Carbonn%20Climate%20Registry,0,Jordan,1,
344,8,Alor Gajah Municipal Council,http://carbonn.org/city_profiles/Alor_Gajah_Municipal_Council&text=Alor%20Gajah%20Municipal%20Council%20on%20Carbonn%20Climate%20Registry,6,Malaysia,0,
345,8,City of Kota Kinabalu,http://carbonn.org/city_profiles/City_of_Kota_Kinabalu&text=City%20of%20Kota%20Kinabalu%20on%20Carbonn%20Climate%20Registry,4,Malaysia,0,
346,13,Hang Tuah Jaya Municipal Council,http://carbonn.org/city_profiles/Hang_Tuah_Jaya_Municipal_Council&text=Hang%20Tuah%20Jaya%20Municipal%20Council%20on%20Carbonn%20Climate%20Registry,4,Malaysia,0,
347,7,Jasin Municipal Council,http://carbonn.org/city_profiles/Jasin_Municipal_Council&text=Jasin%20Municipal%20Council%20on%20Carbonn%20Climate%20Registry,5,Malaysia,0,
348,18,Kuala Lumpur City Hall,http://carbonn.org/city_profiles/Kuala_Lumpur_City_Hall&text=Kuala%20Lumpur%20City%20Hall%20on%20Carbonn%20Climate%20Registry,0,Malaysia,0,
349,10,Kuching North City Council,http://carbonn.org/city_profiles/Kuching_North_City_Council&text=Kuching%20North%20City%20Council%20on%20Carbonn%20Climate%20Registry,4,Malaysia,2,
350,30,Melaka Historic City Council,http://carbonn.org/city_profiles/Melaka_Historic_City_Council&text=Melaka%20Historic%20City%20Council%20on%20Carbonn%20Climate%20Registry,9,Malaysia,1,
351,10,Penang Island City Council,http://carbonn.org/city_profiles/Penang_Island_City_Council&text=Penang%20Island%20City%20Council%20on%20Carbonn%20Climate%20Registry,4,Malaysia,2,
352,22,Petaling Jaya City Council,http://carbonn.org/city_profiles/Petaling_Jaya_City_Council&text=Petaling%20Jaya%20City%20Council%20on%20Carbonn%20Climate%20Registry,11,Malaysia,4,
353,1,SEBERANG PERAI MUNICIPAL COUNCIL,http://carbonn.org/city_profiles/SEBERANG_PERAI_MUNICIPAL_COUNCIL&text=SEBERANG%20PERAI%20MUNICIPAL%20COUNCIL%20on%20Carbonn%20Climate%20Registry,3,Malaysia,1,
354,23,Shah Alam City Council,http://carbonn.org/city_profiles/Shah_Alam_City_Council&text=Shah%20Alam%20City%20Council%20on%20Carbonn%20Climate%20Registry,9,Malaysia,4,
355,0,City of Tuxtla Gutiérrez,http://carbonn.org/city_profiles/City_of_Tuxtla_Guti%C3%A9rrez&text=City%20of%20Tuxtla%20Guti%C3%A9rrez%20on%20Carbonn%20Climate%20Registry,1,Mexico,2,
356,9,Guadalajara Metropolitan Area,http://carbonn.org/city_profiles/Guadalajara_Metropolitan_Area&text=Guadalajara%20Metropolitan%20Area%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
357,0,Muncipality of Banderilla,http://carbonn.org/city_profiles/Muncipality_of_Banderilla&text=Muncipality%20of%20Banderilla%20on%20Carbonn%20Climate%20Registry,1,Mexico,1,
358,9,Municipality of Aguascalientes,http://carbonn.org/city_profiles/Municipality_of_Aguascalientes&text=Municipality%20of%20Aguascalientes%20on%20Carbonn%20Climate%20Registry,1,Mexico,1,
359,11,Municipality of Amacuzac,http://carbonn.org/city_profiles/Municipality_of_Amacuzac&text=Municipality%20of%20Amacuzac%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
360,18,Municipality of Atlatlahucan,http://carbonn.org/city_profiles/Municipality_of_Atlatlahucan&text=Municipality%20of%20Atlatlahucan%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
361,30,Municipality of Atotonilco de Tula,http://carbonn.org/city_profiles/Municipality_of_Atotonilco_de_Tula&text=Municipality%20of%20Atotonilco%20de%20Tula%20on%20Carbonn%20Climate%20Registry,1,Mexico,1,
362,20,Municipality of Axochiapan,http://carbonn.org/city_profiles/Municipality_of_Axochiapan&text=Municipality%20of%20Axochiapan%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
363,3,Municipality of Bacalar,http://carbonn.org/city_profiles/Municipality_of_Bacalar&text=Municipality%20of%20Bacalar%20on%20Carbonn%20Climate%20Registry,3,Mexico,0,
364,3,Municipality of Chihuahua,http://carbonn.org/city_profiles/Municipality_of_Chihuahua&text=Municipality%20of%20Chihuahua%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
365,1,Municipality of Cozumel,http://carbonn.org/city_profiles/Municipality_of_Cozumel&text=Municipality%20of%20Cozumel%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
366,6,Municipality of Cuatro Ciénagas de Carranza,http://carbonn.org/city_profiles/Municipality_of_Cuatro_Ci%C3%A9nagas_de_Carranza&text=Municipality%20of%20Cuatro%20Ci%C3%A9nagas%20de%20Carranza%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
367,8,Municipality of Cuautla,http://carbonn.org/city_profiles/Municipality_of_Cuautla&text=Municipality%20of%20Cuautla%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
368,0,Municipality of Córdoba,"http://carbonn.org/city_profiles/Municipality_of_C%C3%B3rdoba,_Mexico&text=Municipality%20of%20C%C3%B3rdoba,%20Mexico%20on%20Carbonn%20Climate%20Registry",0,Mexico,1,Mexico
369,0,Municipality of Guadalajara,http://carbonn.org/city_profiles/Municipality_of_Guadalajara&text=Municipality%20of%20Guadalajara%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
370,37,Municipality of Hermosillo,http://carbonn.org/city_profiles/Municipality_of_Hermosillo&text=Municipality%20of%20Hermosillo%20on%20Carbonn%20Climate%20Registry,10,Mexico,2,
371,16,Municipality of Jojutla,http://carbonn.org/city_profiles/Municipality_of_Jojutla&text=Municipality%20of%20Jojutla%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
372,10,Municipality of Jonacatepec,http://carbonn.org/city_profiles/Municipality_of_Jonacatepec&text=Municipality%20of%20Jonacatepec%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
373,28,Municipality of León de los Aldamas,http://carbonn.org/city_profiles/Municipality_of_Le%C3%B3n_de_los_Aldamas&text=Municipality%20of%20Le%C3%B3n%20de%20los%20Aldamas%20on%20Carbonn%20Climate%20Registry,1,Mexico,2,
374,1,Municipality of Los Mochis,http://carbonn.org/city_profiles/Municipality_of_Los_Mochis&text=Municipality%20of%20Los%20Mochis%20on%20Carbonn%20Climate%20Registry,3,Mexico,1,
375,7,Municipality of Mazatepec,http://carbonn.org/city_profiles/Municipality_of_Mazatepec&text=Municipality%20of%20Mazatepec%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
376,0,Municipality of Merida,http://carbonn.org/city_profiles/Municipality_of_Merida&text=Municipality%20of%20Merida%20on%20Carbonn%20Climate%20Registry,9,Mexico,1,
377,5,Municipality of Naucalpan de Juárez,http://carbonn.org/city_profiles/Municipality_of_Naucalpan_de_Ju%C3%A1rez&text=Municipality%20of%20Naucalpan%20de%20Ju%C3%A1rez%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
378,24,Municipality of Oaxaca de Juárez,http://carbonn.org/city_profiles/Municipality_of_Oaxaca_de_Ju%C3%A1rez&text=Municipality%20of%20Oaxaca%20de%20Ju%C3%A1rez%20on%20Carbonn%20Climate%20Registry,7,Mexico,0,
379,15,Municipality of Puebla de Zaragoza,http://carbonn.org/city_profiles/Municipality_of_Puebla_de_Zaragoza&text=Municipality%20of%20Puebla%20de%20Zaragoza%20on%20Carbonn%20Climate%20Registry,11,Mexico,2,
380,24,Municipality of Salamanca,http://carbonn.org/city_profiles/Municipality_of_Salamanca&text=Municipality%20of%20Salamanca%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
381,6,Municipality of San Cristóbal de las Casas,http://carbonn.org/city_profiles/Municipality_of_San_Crist%C3%B3bal_de_las_Casas&text=Municipality%20of%20San%20Crist%C3%B3bal%20de%20las%20Casas%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
382,19,Municipality of San Pedro Tlaquepaque,http://carbonn.org/city_profiles/Municipality_of_San_Pedro_Tlaquepaque&text=Municipality%20of%20San%20Pedro%20Tlaquepaque%20on%20Carbonn%20Climate%20Registry,14,Mexico,2,
383,3,Municipality of Sierra Mojada,http://carbonn.org/city_profiles/Municipality_of_Sierra_Mojada&text=Municipality%20of%20Sierra%20Mojada%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
384,6,Municipality of Tecalitlan,http://carbonn.org/city_profiles/Municipality_of_Tecalitlan&text=Municipality%20of%20Tecalitlan%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
385,7,Municipality of Tepoztlán,http://carbonn.org/city_profiles/Municipality_of_Tepoztl%C3%A1n&text=Municipality%20of%20Tepoztl%C3%A1n%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
386,6,Municipality of Tlacotepec de Benito Juarez,http://carbonn.org/city_profiles/Municipality_of_Tlacotepec_de_Benito_Juarez&text=Municipality%20of%20Tlacotepec%20de%20Benito%20Juarez%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
387,2,Municipality of Tlalnepantla de Baz,http://carbonn.org/city_profiles/Municipality_of_Tlalnepantla_de_Baz&text=Municipality%20of%20Tlalnepantla%20de%20Baz%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
388,26,Municipality of Toluca de Lerdo,http://carbonn.org/city_profiles/Municipality_of_Toluca_de_Lerdo&text=Municipality%20of%20Toluca%20de%20Lerdo%20on%20Carbonn%20Climate%20Registry,2,Mexico,2,
389,3,Municipality of Villa de Zaachila,http://carbonn.org/city_profiles/Municipality_of_Villa_de_Zaachila&text=Municipality%20of%20Villa%20de%20Zaachila%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
390,0,Municipality of Xalapa-Enríquez,http://carbonn.org/city_profiles/Municipality_of_Xalapa-Enr%C3%ADquez&text=Municipality%20of%20Xalapa-Enr%C3%ADquez%20on%20Carbonn%20Climate%20Registry,2,Mexico,1,
391,8,Municipality of Yautepec de Zaragoza,http://carbonn.org/city_profiles/Municipality_of_Yautepec_de_Zaragoza&text=Municipality%20of%20Yautepec%20de%20Zaragoza%20on%20Carbonn%20Climate%20Registry,0,Mexico,1,
392,6,Municipality of Yurécuaro,http://carbonn.org/city_profiles/Municipality_of_Yur%C3%A9cuaro&text=Municipality%20of%20Yur%C3%A9cuaro%20on%20Carbonn%20Climate%20Registry,0,Mexico,0,
393,1,Municipality of Zapopan,http://carbonn.org/city_profiles/Municipality_of_Zapopan&text=Municipality%20of%20Zapopan%20on%20Carbonn%20Climate%20Registry,3,Mexico,1,
394,63,México City Government,http://carbonn.org/city_profiles/M%C3%A9xico_City_Government&text=M%C3%A9xico%20City%20Government%20on%20Carbonn%20Climate%20Registry,2,Mexico,4,
395,8,Oriental Region,http://carbonn.org/city_profiles/Oriental_Region&text=Oriental%20Region%20on%20Carbonn%20Climate%20Registry,4,Morocco,0,
396,1,City of Windhoek,http://carbonn.org/city_profiles/City_of_Windhoek&text=City%20of%20Windhoek%20on%20Carbonn%20Climate%20Registry,1,Namibia,1,
397,17,Palmerston North City Council,http://carbonn.org/city_profiles/Palmerston_North_City_Council&text=Palmerston%20North%20City%20Council%20on%20Carbonn%20Climate%20Registry,5,New Zealand,6,
398,5,Wellington City Council,http://carbonn.org/city_profiles/Wellington_City_Council&text=Wellington%20City%20Council%20on%20Carbonn%20Climate%20Registry,4,New Zealand,0,
399,6,Amuwo-Odofin Local Government Area,http://carbonn.org/city_profiles/Amuwo-Odofin_Local_Government_Area&text=Amuwo-Odofin%20Local%20Government%20Area%20on%20Carbonn%20Climate%20Registry,1,Nigeria,0,
400,17,Delta State Government,http://carbonn.org/city_profiles/Delta_State_Government&text=Delta%20State%20Government%20on%20Carbonn%20Climate%20Registry,0,Nigeria,0,
401,25,Arendal Municipality,http://carbonn.org/city_profiles/Arendal_Municipality&text=Arendal%20Municipality%20on%20Carbonn%20Climate%20Registry,2,Norway,8,
402,18,Kristiansand Municipality,http://carbonn.org/city_profiles/Kristiansand_Municipality&text=Kristiansand%20Municipality%20on%20Carbonn%20Climate%20Registry,5,Norway,3,
403,51,Lørenskog Municipality,http://carbonn.org/city_profiles/L%C3%B8renskog_Municipality&text=L%C3%B8renskog%20Municipality%20on%20Carbonn%20Climate%20Registry,2,Norway,3,
404,28,Oslo Municipality,http://carbonn.org/city_profiles/Oslo_Municipality&text=Oslo%20Municipality%20on%20Carbonn%20Climate%20Registry,5,Norway,9,
405,20,Ringerike Municipality,http://carbonn.org/city_profiles/Ringerike_Municipality&text=Ringerike%20Municipality%20on%20Carbonn%20Climate%20Registry,3,Norway,4,
406,23,Sandnes Municipality,http://carbonn.org/city_profiles/Sandnes_Municipality&text=Sandnes%20Municipality%20on%20Carbonn%20Climate%20Registry,9,Norway,3,
407,17,Stavanger Municipality,http://carbonn.org/city_profiles/Stavanger_Municipality&text=Stavanger%20Municipality%20on%20Carbonn%20Climate%20Registry,2,Norway,3,
408,1,Karachi City District,http://carbonn.org/city_profiles/Karachi_City_District&text=Karachi%20City%20District%20on%20Carbonn%20Climate%20Registry,5,Pakistan,1,
409,6,District Municipality of Chaclacayo,http://carbonn.org/city_profiles/District_Municipality_of_Chaclacayo&text=District%20Municipality%20of%20Chaclacayo%20on%20Carbonn%20Climate%20Registry,0,Peru,0,
410,6,District Municipality of Chancay,http://carbonn.org/city_profiles/District_Municipality_of_Chancay&text=District%20Municipality%20of%20Chancay%20on%20Carbonn%20Climate%20Registry,0,Peru,0,
411,6,District Municipality of Miraflores,http://carbonn.org/city_profiles/District_Municipality_of_Miraflores&text=District%20Municipality%20of%20Miraflores%20on%20Carbonn%20Climate%20Registry,7,Peru,2,
412,4,District Municipality of San Isidro,http://carbonn.org/city_profiles/District_Municipality_of_San_Isidro&text=District%20Municipality%20of%20San%20Isidro%20on%20Carbonn%20Climate%20Registry,14,Peru,3,
413,6,Lima Province,http://carbonn.org/city_profiles/Lima_Province&text=Lima%20Province%20on%20Carbonn%20Climate%20Registry,0,Peru,0,
414,2,Municipalidad Provincial de Tambopata,http://carbonn.org/city_profiles/Municipalidad_Provincial_de_Tambopata&text=Municipalidad%20Provincial%20de%20Tambopata%20on%20Carbonn%20Climate%20Registry,2,Peru,0,
415,0,Municipalidad de Santiago de Surco,http://carbonn.org/city_profiles/Municipalidad_de_Santiago_de_Surco&text=Municipalidad%20de%20Santiago%20de%20Surco%20on%20Carbonn%20Climate%20Registry,8,Peru,2,
416,16,Municipality of Magdelena Del Mar,http://carbonn.org/city_profiles/Municipality_of_Magdelena_Del_Mar&text=Municipality%20of%20Magdelena%20Del%20Mar%20on%20Carbonn%20Climate%20Registry,3,Peru,2,
417,5,Municipality of Tahuamanu,http://carbonn.org/city_profiles/Municipality_of_Tahuamanu&text=Municipality%20of%20Tahuamanu%20on%20Carbonn%20Climate%20Registry,2,Peru,0,
418,27,City Government of Pasig,http://carbonn.org/city_profiles/City_Government_of_Pasig&text=City%20Government%20of%20Pasig%20on%20Carbonn%20Climate%20Registry,6,Philippines,2,
419,1,City Government of Puerto Princesa,http://carbonn.org/city_profiles/City_Government_of_Puerto_Princesa&text=City%20Government%20of%20Puerto%20Princesa%20on%20Carbonn%20Climate%20Registry,0,Philippines,0,
420,6,City of Batangas,http://carbonn.org/city_profiles/City_of_Batangas&text=City%20of%20Batangas%20on%20Carbonn%20Climate%20Registry,5,Philippines,2,
421,1,City of Borongan,http://carbonn.org/city_profiles/City_of_Borongan&text=City%20of%20Borongan%20on%20Carbonn%20Climate%20Registry,3,Philippines,0,
422,3,City of Cagayan de Oro,http://carbonn.org/city_profiles/City_of_Cagayan_de_Oro&text=City%20of%20Cagayan%20de%20Oro%20on%20Carbonn%20Climate%20Registry,1,Philippines,1,
423,4,City of Catbalogan,http://carbonn.org/city_profiles/City_of_Catbalogan&text=City%20of%20Catbalogan%20on%20Carbonn%20Climate%20Registry,2,Philippines,2,
424,3,City of Legazpi,http://carbonn.org/city_profiles/City_of_Legazpi&text=City%20of%20Legazpi%20on%20Carbonn%20Climate%20Registry,0,Philippines,0,
425,53,City of Ligao,http://carbonn.org/city_profiles/City_of_Ligao&text=City%20of%20Ligao%20on%20Carbonn%20Climate%20Registry,1,Philippines,0,
426,32,City of Makati,http://carbonn.org/city_profiles/City_of_Makati&text=City%20of%20Makati%20on%20Carbonn%20Climate%20Registry,2,Philippines,4,
427,11,City of Naga,http://carbonn.org/city_profiles/City_of_Naga&text=City%20of%20Naga%20on%20Carbonn%20Climate%20Registry,1,Philippines,1,
428,18,City of Parañaque,http://carbonn.org/city_profiles/City_of_Para%C3%B1aque&text=City%20of%20Para%C3%B1aque%20on%20Carbonn%20Climate%20Registry,10,Philippines,1,
429,17,City of Quezon City,http://carbonn.org/city_profiles/City_of_Quezon_City&text=City%20of%20Quezon%20City%20on%20Carbonn%20Climate%20Registry,1,Philippines,2,
430,48,City of San Carlos,http://carbonn.org/city_profiles/City_of_San_Carlos&text=City%20of%20San%20Carlos%20on%20Carbonn%20Climate%20Registry,12,Philippines,3,
431,8,City of Santa Rosa,"http://carbonn.org/city_profiles/City_of_Santa_Rosa,_Laguna&text=City%20of%20Santa%20Rosa,%20Laguna%20on%20Carbonn%20Climate%20Registry",5,Philippines,2,Laguna
432,0,City of Zamboanga,http://carbonn.org/city_profiles/City_of_Zamboanga&text=City%20of%20Zamboanga%20on%20Carbonn%20Climate%20Registry,18,Philippines,0,
433,0,LGU of San Jose del Monte City,http://carbonn.org/city_profiles/LGU_of_San_Jose_del_Monte_City&text=LGU%20of%20San%20Jose%20del%20Monte%20City%20on%20Carbonn%20Climate%20Registry,4,Philippines,2,
434,5,Tagum City,http://carbonn.org/city_profiles/Tagum_City&text=Tagum%20City%20on%20Carbonn%20Climate%20Registry,5,Philippines,1,
435,1,Tarlac City Local Government,http://carbonn.org/city_profiles/Tarlac_City_Local_Government&text=Tarlac%20City%20Local%20Government%20on%20Carbonn%20Climate%20Registry,2,Philippines,0,
436,0,City of Warsaw,http://carbonn.org/city_profiles/City_of_Warsaw&text=City%20of%20Warsaw%20on%20Carbonn%20Climate%20Registry,1,Poland,2,
437,0,Municipality of Wroclaw,http://carbonn.org/city_profiles/Municipality_of_Wroclaw&text=Municipality%20of%20Wroclaw%20on%20Carbonn%20Climate%20Registry,2,Poland,1,
438,5,Municipality of Almada,http://carbonn.org/city_profiles/Municipality_of_Almada&text=Municipality%20of%20Almada%20on%20Carbonn%20Climate%20Registry,1,Portugal,2,
439,6,Municipality of Lisbon,http://carbonn.org/city_profiles/Municipality_of_Lisbon&text=Municipality%20of%20Lisbon%20on%20Carbonn%20Climate%20Registry,0,Portugal,0,
440,0,Municipality of Oeiras,http://carbonn.org/city_profiles/Municipality_of_Oeiras&text=Municipality%20of%20Oeiras%20on%20Carbonn%20Climate%20Registry,3,Portugal,1,
441,3,Anyang City,http://carbonn.org/city_profiles/Anyang_City&text=Anyang%20City%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
442,16,Asan City,http://carbonn.org/city_profiles/Asan_City&text=Asan%20City%20on%20Carbonn%20Climate%20Registry,7,Republic of Korea,1,
443,8,Chungcheongnam Provincial Government,http://carbonn.org/city_profiles/Chungcheongnam_Provincial_Government&text=Chungcheongnam%20Provincial%20Government%20on%20Carbonn%20Climate%20Registry,4,Republic of Korea,0,
444,30,City of Changwon,http://carbonn.org/city_profiles/City_of_Changwon&text=City%20of%20Changwon%20on%20Carbonn%20Climate%20Registry,1,Republic of Korea,3,
445,4,Dobong-gu Municipal Government,http://carbonn.org/city_profiles/Dobong-gu_Municipal_Government&text=Dobong-gu%20Municipal%20Government%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
446,47,Gangdong-gu Municipal Government,http://carbonn.org/city_profiles/Gangdong-gu_Municipal_Government&text=Gangdong-gu%20Municipal%20Government%20on%20Carbonn%20Climate%20Registry,1,Republic of Korea,1,
447,33,Gangneung City,http://carbonn.org/city_profiles/Gangneung_City&text=Gangneung%20City%20on%20Carbonn%20Climate%20Registry,2,Republic of Korea,2,
448,9,Gangwon Provincial Government,http://carbonn.org/city_profiles/Gangwon_Provincial_Government&text=Gangwon%20Provincial%20Government%20on%20Carbonn%20Climate%20Registry,6,Republic of Korea,0,
449,0,Gwangju Metropolitan City,http://carbonn.org/city_profiles/Gwangju_Metropolitan_City&text=Gwangju%20Metropolitan%20City%20on%20Carbonn%20Climate%20Registry,5,Republic of Korea,0,
450,9,Gyeonggi Provincial Government,http://carbonn.org/city_profiles/Gyeonggi_Provincial_Government&text=Gyeonggi%20Provincial%20Government%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
451,5,Gyeongsangbuk Provincial Government,http://carbonn.org/city_profiles/Gyeongsangbuk_Provincial_Government&text=Gyeongsangbuk%20Provincial%20Government%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
452,6,Gyeongsangnam Provincial Government,http://carbonn.org/city_profiles/Gyeongsangnam_Provincial_Government&text=Gyeongsangnam%20Provincial%20Government%20on%20Carbonn%20Climate%20Registry,1,Republic of Korea,0,
453,28,Jeju Special Self-Governing Provincial Government,http://carbonn.org/city_profiles/Jeju_Special_Self-Governing_Provincial_Government&text=Jeju%20Special%20Self-Governing%20Provincial%20Government%20on%20Carbonn%20Climate%20Registry,5,Republic of Korea,0,
454,0,Jeollanam Provincial Government,http://carbonn.org/city_profiles/Jeollanam_Provincial_Government&text=Jeollanam%20Provincial%20Government%20on%20Carbonn%20Climate%20Registry,2,Republic of Korea,0,
455,5,Osan City,http://carbonn.org/city_profiles/Osan_City&text=Osan%20City%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
456,18,Pyeongchang County Government,http://carbonn.org/city_profiles/Pyeongchang_County_Government&text=Pyeongchang%20County%20Government%20on%20Carbonn%20Climate%20Registry,2,Republic of Korea,2,
457,7,Sejong Special Self-governing City,http://carbonn.org/city_profiles/Sejong_Special_Self-governing_City&text=Sejong%20Special%20Self-governing%20City%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
458,6,Seongbuk-gu Municipal Government,http://carbonn.org/city_profiles/Seongbuk-gu_Municipal_Government&text=Seongbuk-gu%20Municipal%20Government%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
459,41,Seoul Metropolitan Government,http://carbonn.org/city_profiles/Seoul_Metropolitan_Government&text=Seoul%20Metropolitan%20Government%20on%20Carbonn%20Climate%20Registry,3,Republic of Korea,7,
460,64,Suwon City,http://carbonn.org/city_profiles/Suwon_City&text=Suwon%20City%20on%20Carbonn%20Climate%20Registry,3,Republic of Korea,2,
461,7,Ulsan Metropolitan City,http://carbonn.org/city_profiles/Ulsan_Metropolitan_City&text=Ulsan%20Metropolitan%20City%20on%20Carbonn%20Climate%20Registry,3,Republic of Korea,0,
462,6,Wanju County Government,http://carbonn.org/city_profiles/Wanju_County_Government&text=Wanju%20County%20Government%20on%20Carbonn%20Climate%20Registry,0,Republic of Korea,0,
463,29,Wonju City,http://carbonn.org/city_profiles/Wonju_City&text=Wonju%20City%20on%20Carbonn%20Climate%20Registry,1,Republic of Korea,4,
464,73,Yeosu City,http://carbonn.org/city_profiles/Yeosu_City&text=Yeosu%20City%20on%20Carbonn%20Climate%20Registry,1,Republic of Korea,3,
465,3,Municipality of Pitesti,http://carbonn.org/city_profiles/Municipality_of_Pitesti&text=Municipality%20of%20Pitesti%20on%20Carbonn%20Climate%20Registry,0,Romania,0,
466,2,Government of Khabarovsk Krai,http://carbonn.org/city_profiles/Government_of_Khabarovsk_Krai&text=Government%20of%20Khabarovsk%20Krai%20on%20Carbonn%20Climate%20Registry,2,Russia,0,
467,4,Musanze District Government,http://carbonn.org/city_profiles/Musanze_District_Government&text=Musanze%20District%20Government%20on%20Carbonn%20Climate%20Registry,0,Rwanda,0,
468,8,Nyagatare District Government,http://carbonn.org/city_profiles/Nyagatare_District_Government&text=Nyagatare%20District%20Government%20on%20Carbonn%20Climate%20Registry,0,Rwanda,0,
