,name,country,population,adhesion_date,latitude,longitude,url,ACTION,MONITOR
3928,Masainas,Italy,1347,"Perdaxius,Piscinas,Giba,Villaperuccio,San Giovanni Suergiu,Masainas,Sant'Anna Arresi,Santadi,Tratalias",39.051620483398,8.630729675293,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15546,1,1
3929,Mascali,Italy,13864,21/06/2011,37.756801605225,15.19670009613,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16097,1,1
3930,Mascalucia,Italy,30000,18/03/2013,37.573150634766,15.058139801025,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16804,1,1
3931,Masdenverge,Spain,1106,26/02/2015,40.71549987793,0.53095000982285,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19044,1,1
3932,Maserada sul Piave,Italy,9293,30/09/2014,45.752769470215,12.313730239868,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18732,0,1
3933,Maserà di Padova,Italy,9122,24/09/2014,45.319948326238,11.863702887195,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18474,1,1
3934,Mashivska Amalgamated Community,Ukraine,12615,19/10/2018,49.440856962381,34.868180756592,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25506,0,1
3935,Masi,Italy,1800,24/02/2014,45.10897064209,11.49036026001,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18358,0,1
3936,Masi Torello,Italy,2381,"Voghiera,Ferrara,Masi Torello",44.793468475342,11.799830436707,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15793,1,1
3937,Masis,Armenia,21376,16/06/2017,40.065849304199,44.44314956665,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20236,0,1
3938,Masllorenç,Spain,496,27/12/2017,41.268920511565,1.4130306243896,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27599,1,1
3939,Masnou,Spain,23515,18/09/2019,41.480369017228,2.315627066626,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27450,1,1
3940,Mason Vicentino,Italy,3538,30/09/2014,45.718090057373,11.606880187988,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18468,0,1
3941,Masone,Italy,3795,"Campo Ligure,Mele,Masone,Tiglieto,Rossiglione",44.50239944458,8.7175197601318,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14400,0,1
3942,Maspujols,Spain,772,06/10/2014,41.181560516357,1.0450700521469,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18740,1,1
3943,Massa,Italy,69022,13/04/2011,44.038669586182,10.144169807434,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14270,1,1
3944,Massa Fiscaglia,Italy,3550,26/06/2013,44.810260772705,12.011770248413,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17057,0,1
3945,Massalavés,Spain,1657,29/06/2016,39.142169952393,-0.52192002534866,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19798,0,1
3946,Massamagrell,Spain,15523,27/04/2016,39.569999694824,-0.33366000652313,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19902,1,1
3947,Massarosa,Italy,22970,10/06/2013,43.872058868408,10.337369918823,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17090,1,1
3948,Massino Visconti,Italy,1115,08/06/2012,45.820598602295,8.5373001098633,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16318,0,1
3949,Masullas,Italy,1122,"Gonnostramatza,Masullas,Siris (raggruppamento Parte Montis),Pompu (raggruppamento Parte Montis),Mogoro",39.700538635254,8.7850799560547,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18877,1,1
3950,Matera,Italy,60818,20/12/2012,40.401020050049,16.368640899658,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16711,1,1
3951,Mateuți,"Moldova, Republic Of",2045,05/12/2018,47.810531867864,28.929770119836,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26007,1,1
3952,Matino,Italy,11795,20/12/2010,40.020000457764,18.079999923706,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14749,1,1
3953,Matrice,Italy,1105,27/01/2011,41.365299224854,14.423899650574,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14943,1,1
3954,Mattinata,Italy,6534,21/10/2010,41.711101531982,16.052400588989,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14197,1,1
3955,Mazara del Vallo,Italy,50627,21/02/2013,37.697090148926,12.644590377808,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16569,0,1
3956,Mazaricos,Spain,3947,15/06/2020,42.936192082296,-8.9908504486084,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27691,1,1
3957,Mazarrón,Spain,35473,31/01/2012,37.599071502685,-1.3136700391769,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15088,1,1
3958,Mazzano,Italy,9390,14/04/2010,45.521099090576,10.354999542236,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12998,1,1
3959,Mazzano Romano,Italy,3181,20/05/2011,42.206050872803,12.400309562683,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16186,1,1
3960,Mazzarino,Italy,11946,14/02/2012,37.0,14.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15857,0,1
3961,Mazzarra' Sant'Andrea,Italy,1572,20/05/2013,38.089870452881,15.135939598083,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18256,1,1
3962,Mazzarrone,Italy,4022,29/12/2018,37.083940669657,14.561712741852,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25739,1,1
3963,Mazzo di Valtellina,Italy,1038,25/11/2010,46.259590148926,10.256730079651,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14090,0,1
3964,Maó,Spain,28099,25/05/2017,39.889640808105,4.2643799781799,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20243,1,1
3965,Mdina,Malta,360,26/03/2010,35.885799407959,14.403100013733,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12879,1,1
3966,Mdiq,Morocco,56130,05/10/2017,35.682721020624,-5.3271285876954,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20342,1,1
3967,Meana Sardo,Italy,1883,"Teti,Aritzo,Meana Sardo,Neoneli,Austis,Sorgono,Gadoni,Desulo",39.945140838623,9.0722599029541,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18504,0,1
3968,Mecseki Energiakör,Hungary,18822,28/02/2014,46.256320953369,18.102479934692,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17456,0,1
3969,Mede,Italy,6919,28/03/2013,45.555000305176,8.4413003921509,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17845,1,1
3970,Medellín,Spain,2348,28/05/2012,38.963321685791,-5.9578700065613,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15734,1,1
3971,Mediglia,Italy,12206,04/05/2012,45.400901794434,9.3234395980835,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15594,1,1
3972,Medina de las Torres,Spain,1290,25/06/2012,38.341259002685,-6.4130401611328,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16427,0,1
3973,Medolla,Italy,5573,26/01/2010,44.848300933838,11.070400238037,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12959,0,1
3974,Meduna di Livenza,Italy,2964,15/12/2014,45.846450805664,12.612609863281,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18788,1,1
3975,Medvyn,Ukraine,3450,07/09/2016,49.391319274902,30.774169921875,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19834,0,1
3976,Megalopoli,Greece,14000,15/12/2011,37.0,22.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15869,0,1
3977,Megliadino San Fidenzio,Italy,1954,30/04/2015,45.21667098999,11.516670227051,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20094,1,1
3978,Megara,Greece,35000,24/01/2011,37.995979309082,23.344089508057,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13982,1,1
3979,Megliadino San Vitale,Italy,1964,03/05/2012,45.183330535889,11.533329963684,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20093,0,1
3980,Meina,Italy,2555,30/05/2012,45.472198486328,8.3222999572754,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15890,1,1
3981,Meira,Spain,1711,04/06/2020,43.212788409942,-7.2920515998364,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27486,1,1
3982,Meis,Spain,4778,15/06/2020,42.518406309594,-8.7037038803101,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27544,1,1
3983,Meix-devant-Virton,Belgium,2812,26/10/2017,49.604579925537,5.4786400794983,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20354,1,1
3984,Mel,Italy,6284,22/04/2013,46.061771392822,12.078849792481,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17375,1,1
3985,Melara,Italy,1864,04/04/2012,45.034000396729,11.12110042572,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16236,1,1
3986,Meldola,Italy,10005,"Castrocaro Terme e Terra del Sole ,Bertinoro ,Dovadola,Tredozio,Galeata,Modigliana,Forlimpopoli ,Predappio,Rocca San Casciano,Santa Sofia,Meldola, Premilcuore,Forlì,Civitella di Romagna,Portico e San Benedetto",44.127868652344,12.059860229492,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17115,1,1
3987,Mele,Italy,2687,"Campo Ligure,Mele,Masone,Tiglieto,Rossiglione",44.44649887085,8.7489900588989,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14249,0,1
3988,Melendugno,Italy,9838,22/12/2010,40.159999847412,18.200000762939,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14750,1,1
3989,Melesse,France,5610,"Saint-Gondran,Saint-Symphorien,Langouët,La Mézière,Montreuil-le-Gast,Guipel,Melesse,Vignoc,Saint-Médard-sur-Ille,Saint-Germain-sur-Ille",48.217300415039,-1.697319984436,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13408,0,1
3990,Melfi,Italy,17554,25/11/2011,40.997501373291,15.652370452881,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14886,0,1
3991,Melicuccà,Italy,997,19/01/2016,38.180000305176,15.529999732971,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19384,1,1
3992,Melilli,Italy,13610,14/09/2012,37.183330535889,15.116669654846,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15911,1,1
3993,Melissa,Italy,3586,26/05/2012,39.308990478516,17.027889251709,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15697,1,1
3994,Melissano,Italy,7357,06/10/2010,39.973171234131,18.125419616699,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14751,1,1
3995,Melissia,Greece,19526,17/06/2009,38.049701690674,23.835800170898,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12236,0,1
3996,Melito Irpino,Italy,1967,19/11/2011,41.104919433594,15.050530433655,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14812,0,1
3997,Melito di Napoli,Italy,37953,17/02/2014,40.908599853516,14.188220024109,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19277,0,1
3998,Melitopol,Ukraine,156719,27/06/2014,46.83332824707,35.366668701172,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18215,0,1
3999,Melle,Belgium,11108,27/10/2015,51.011001586914,3.4755001068115,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19261,1,1
4000,Melizzano,Italy,1872,30/11/2010,41.163600921631,14.505299568176,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13718,1,1
4001,Mellieha,Malta,7221,21/02/2011,35.956401824951,14.366399765015,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13986,0,1
4002,Mendatica,Italy,240,20/07/2012,44.04999923706,7.4800000190735,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15902,1,1
4003,Mendigorria,Spain,1086,"Artajona,Artazu,Larraga,Tiebas-Muruarte de Reta,Tirapu,Biurrun-Olcoz,Berbinzana,Mendigorria,Obanos,Puente la Reina / Gares,Enériz / Eneritz",42.628431292361,-1.8353685736656,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27360,1,1
4004,Mendavia,Spain,3566,"Aberin,Dicastillo,Andosilla,Los Arcos,Cárcar,Oteiza,Viana,Villatuerta ,Aras,Arellano,Lerín,Torres del Río,Sartaguda,Lodosa,Mendavia,Arróniz,Allo",42.444161387448,-2.2001143954358,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26543,1,1
4005,Menfi,Italy,12739,04/03/2013,37.583190917969,12.954250335693,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16607,0,1
4006,Mentana,Italy,22764,04/12/2015,42.035709381104,12.638959884644,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19358,1,1
4007,Menjez,Lebanon,800,19/09/2014,34.619518280029,36.245269775391,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18418,0,1
4008,Meranges,Spain,86,11/02/2013,42.446701049805,1.7859200239182,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17429,1,1
4009,Mercato S. Severino,Italy,22000,08/09/2011,40.78577041626,14.752679824829,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14439,0,1
4010,Mercato Saraceno (fc),Italy,7000,01/08/2013,43.575199127197,12.115400314331,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17363,1,1
4011,Merefyanska Amalgamated Community,Ukraine,25135,07/12/2016,49.490001678467,36.040000915527,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20012,1,1
4012,Merville,France,8720,14/06/2010,50.643100738525,2.6422500610352,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13377,1,1
4013,Mesa Geitonia,Cyprus,20000,10/07/2012,34.703601837158,33.042320251465,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16108,1,1
4014,Mesagne,Italy,27778,29/02/2012,40.0,17.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15340,0,1
4015,Mesas de Ibor,Spain,189,10/02/2014,39.75587179405,-5.5466514418031,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17804,0,1
4016,Mese,Italy,1652,26/11/2010,46.30419921875,9.3774795532227,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13918,1,1
4017,Mesola,Italy,7223,27/06/2013,44.915771484375,12.232939720154,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17444,1,1
