,name,country,population,adhesion_date,latitude,longitude,url,ACTION,MONITOR
3770,MERLARA,Italy,2824,27/04/2012,45.099998474121,11.260000228882,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17702,0,1
3771,MEZALOCHA,Spain,222,12/06/2013,41.424839019775,-1.0852099657059,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17248,1,1
3772,MI.CE.RO.,Italy,7885,29/11/2013,44.364379882812,8.2060403823853,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17929,1,1
3773,MIRAMAR,Spain,2620,27/09/2016,38.951988220215,-0.13840000331402,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19262,0,1
3774,MISANO ADRIATICO VALCONCA,Italy,12910,30/09/2013,43.584899902344,12.413999557495,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19081,1,1
3775,MISLATA,Spain,43320,28/04/2016,39.476398468018,-0.41846999526024,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19710,1,1
3776,MOECHE,Spain,1230,05/06/2020,43.56186987651,-8.0159682139162,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27469,0,1
3777,MOHEDAS DE GRANADILLA,Spain,953,25/06/2013,40.269828796387,-6.2017798423767,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17271,1,1
3778,MOIXENT,Spain,4542,21/04/2016,38.874328613281,-0.7520899772644,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19589,0,1
3779,MONDARIZ,Spain,4496,20/05/2019,42.234459475074,-8.4554386138916,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26499,1,1
3780,MONDARIZ-BALNEARIO,Spain,618,28/02/2019,42.225089261818,-8.4703141450882,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26226,0,1
3781,MONEGRILLO,Spain,472,23/05/2013,41.640701293945,-0.41552001237869,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17249,1,1
3782,MONESTERIO,Spain,4345,28/06/2013,38.088451385498,-6.2726202011108,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18871,1,1
3783,MONEVA,Spain,129,14/06/2013,41.127689361572,-0.83476001024246,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17250,1,1
3784,MONFUMO,Italy,1454,30/10/2013,45.827171325684,11.923520088196,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17698,0,1
3785,MONTAGNAREALE,Italy,1637,26/06/2010,38.075401306152,14.564499855042,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18159,0,1
3786,MONTAVERNER,Spain,1708,30/05/2016,38.88809967041,-0.49448001384735,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19843,1,1
3787,MONTE GIBERTO,Italy,845,24/02/2015,43.091079711914,13.630570411682,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18856,1,1
3788,MONTE PORZIO CATONE ,Italy,8719,29/07/2015,41.815620422363,12.716460227966,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19121,1,1
3789,MONTEFRANCO,Italy,1300,29/05/2013,42.597389221191,12.766249656677,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17103,0,1
3790,MONTEGALDA,Italy,3400,25/02/2010,45.26490020752,11.403300285339,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18520,1,1
3791,MONTEMARCIANO,Italy,9855,30/11/2020,43.639879486363,13.310309588104,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27926,0,1
3792,MONTERDE,Spain,190,27/05/2013,41.173011779785,-1.7350200414658,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17252,1,1
3793,MONTEREALE VALCELLINA,Italy,4500,19/12/2013,46.0,12.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19000,1,1
3794,MONTERROSO,Spain,3667,01/04/2019,42.793150398725,-7.836510672522,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26273,1,1
3795,MONTESA,Spain,1257,27/09/2016,38.948699951172,-0.64943999052048,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19925,1,1
3796,MONTEVIALE,Italy,2755,29/09/2014,45.560199737549,11.457340240478,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18419,1,1
3797,MONTFERRER I CASTELLBÒ,Spain,1092,02/08/2018,42.34638119067,1.4241027832031,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25537,0,1
3798,MONTGAI,Spain,671,27/12/2012,41.799690246582,0.96100002527237,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18928,1,1
3799,MONTITXELVO,Spain,665,25/05/2016,38.890850067139,-0.33877000212669,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19716,1,1
3800,MONTODINE,Italy,2560,24/04/2014,45.286201477051,9.7098598480225,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18477,1,1
3801,MORATA DE JALÓN,Spain,1266,03/04/2014,41.475559234619,-1.4785200357437,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18219,0,1
3802,MORAÑA,Spain,4200,07/03/2019,42.589171720334,-8.5907531899505,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26216,1,1
3803, MORFASSO,Italy,1070,26/09/2013,44.721599578857,9.7030897140503,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17402,1,1
3804,MORICONE,Italy,2650,10/12/2015,42.0,12.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19350,0,1
3805,MORRO D'ALBA,Italy,1950,29/07/2014,43.367000579834,13.125100135803,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18378,1,1
3806,MOTTA BALUFFI,Italy,987,01/04/2014,45.054851531982,10.256770133972,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18050,1,1
3807,MOYUELA,Spain,258,15/04/2013,41.127239227295,-0.92417997121811,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17253,1,1
3808,MOZOTA,Spain,113,11/07/2013,41.484470367432,-1.0675899982452,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17254,1,1
3809,MUEL,Spain,1434,04/07/2013,41.468399047852,-1.0842000246048,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17255,1,1
3810,MUIÑOS ,Spain,1486,22/02/2019,41.957827980737,-7.9719229306885,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26136,0,1
3811,MUNICIPALITY OF NEA PROPONTIDA (ΔΗΜΟΣ ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ),Greece,37534,14/04/2014,40.145309448242,23.177879333496,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18036,1,1
3812,MURERO,Spain,148,05/04/2013,41.158931732178,-1.4827500581741,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17256,0,1
3813,MUROS ,Spain,8695,31/01/2019,42.774471604681,-9.0575408935547,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26092,1,1
3814,MUSSOLENTE,Italy,7760,31/10/2013,45.790199279785,11.798780441284,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17699,1,1
3815,Ma'alot-Tarshiha,Israel,24000,18/05/2015,33.012279510498,35.284648895264,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18990,1,1
3816,Maarkedal,Belgium,6354,"Erpe-Mere,Lede,Maarkedal,Herzele,Brakel,Geraardsbergen,Zottegem,Denderleeuw,Zwalm,Haaltert,Sint-Lievens-Houtem,Lierde,Ronse",50.525901794434,4.4510002136231,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20222,0,1
3817,Macchia Valfortore,Italy,607,26/11/2010,41.596099853516,14.912699699402,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13893,0,1
3818,Macedo de Cavaleiros,Portugal,16766,28/09/2010,41.53630065918,-6.9562201499939,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13713,1,1
3819,Macerata Campania,Italy,10844,02/05/2012,41.062980651855,14.274290084839,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15590,1,1
3820,Machico,Portugal,21828,20/12/2012,32.717651367188,-16.76775932312,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16909,1,1
3821,Maclodio,Italy,1232,14/04/2010,45.478801727295,10.043299674988,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13045,1,1
3822,Macomer,Italy,10672,"Birori,Bortigali,Sindia,Silanus,Lei,Bolotana,Borore,Macomer,Noragugume,Dualchi",40.22082901001,8.7780799865723,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15447,1,1
3823,Madaba,Jordan,150000,10/12/2017,31.718280792236,35.793891906738,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20404,0,1
3824,Madaripur Municipality,Bangladesh,81720,19/11/2014,23.10000038147,90.599998474121,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18697,0,1
3825,Maddaloni,Italy,38690,03/04/2012,41.037528991699,14.382880210877,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15450,0,1
3826,Madrid,Spain,3273000,28/11/2008,40.418098449707,-3.6921699047089,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11696,1,1
3827,Maella,Spain,2018,23/05/2013,41.123348236084,0.1366800069809,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17245,0,1
3828,Maenza,Italy,3157,27/01/2015,41.311100006104,13.109999656677,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19217,1,1
3829,Mafalda,Italy,1236,21/09/2012,41.563301086426,14.425000190735,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16611,1,1
3830,Magasa,Italy,155,09/06/2012,45.782348632812,10.617039680481,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15698,1,1
3831,Magenta,Italy,22839,29/09/2009,45.465900421143,8.8834295272827,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11983,1,1
3832,Maglaj,Bosnia-herzegovina,22730,20/02/2020,44.547435450908,18.10152053833,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27655,1,1
3833,Maglie,Italy,14981,"Ortelle,Uggiano la Chiesa,Botrugno,Giuggianello,Spongano,Minervino di Lecce,Diso,Muro Leccese,Supersano,Sanarica,Surano,San Cassiano,Nociglia,Otranto,Giurdignano,Maglie",40.069999694824,18.180000305176,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14747,0,1
3834,Magnacavallo,Italy,1696,05/05/2011,45.00659942627,11.182200431824,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14593,1,1
3835,Maguilla,Spain,1043,15/11/2012,38.367610931396,-5.8373999595642,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16230,0,1
3836,Magyaregregy,Hungary,747,"Kárász,Hosszúhetény,Magyaregregy,Gödre,Máza,Meződ,Magyarhertelend,Mindszentgodisa,Alsómocsolád,Bikal,Magyarszék,Egyházaskozár,Szászvár,Sásd,Mánfa",46.249759674072,18.308090209961,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17389,1,1
3837,Magyarhertelend,Hungary,640,"Máza,Bikal,Hosszúhetény,Magyarszék,Egyházaskozár,Szászvár,Mindszentgodisa,Kárász,Gödre,Magyaregregy,Alsómocsolád,Sásd,Meződ,Magyarhertelend,Mánfa",46.188789367676,18.149620056152,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17834,1,1
3838,Magyarszék,Hungary,1080,"Kárász,Hosszúhetény,Magyaregregy,Gödre,Máza,Meződ,Magyarhertelend,Mindszentgodisa,Alsómocsolád,Bikal,Magyarszék,Egyházaskozár,Szászvár,Sásd,Mánfa",46.196670532227,18.195589065552,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17390,0,1
3839,Mahilioŭ,Belarus,378077,20/10/2016,53.903759002685,30.336809158325,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19956,1,1
3840,Maia,Portugal,136769,18/12/2017,41.233255082034,-8.6227515638089,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25399,1,1
3841,Maials,Spain,980,30/10/2012,41.36376953125,0.50334000587463,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16579,1,1
3842,Mainz,Germany,210000,05/05/2010,50.000900268555,8.276780128479,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13305,0,1
3843,Maiori,Italy,5740,05/12/2008,40.650798797607,14.642499923706,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11831,1,1
3844,Mairano,Italy,3265,14/04/2010,45.406101226807,10.05090045929,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13044,0,1
3845,Maladziečna,Belarus,136797,14/05/2014,54.310409545898,26.848880767822,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18104,0,1
3846,Maià de Montcal,Spain,433,22/02/2012,42.221351623535,2.744649887085,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15496,1,1
3847,Malagnino,Italy,1618,28/11/2013,45.133628845215,10.115969657898,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17677,1,1
3848,Malalbergo,Italy,8948,03/03/2016,44.0,11.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19451,1,1
3849,Malcesine,Italy,3740,30/05/2013,45.764041900635,10.808979988098,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17788,0,1
3850,Maldà,Spain,230,24/09/2012,41.550369262695,1.0386099815369,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16659,0,1
3851,Malesco,Italy,1478,12/03/2013,46.126720428467,8.5006504058838,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17196,1,1
3852,Maletto,Italy,4017,09/04/2013,37.82580947876,14.867099761963,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17447,0,1
3853,Malevizi,Greece,24710,13/12/2012,35.325050354004,25.066080093384,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16272,1,1
3854,Mali Lošinj,Croatia,8116,29/05/2020,44.53393162296,14.468555694345,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27496,1,1
3855,Malla,Spain,271,01/08/2018,41.89457873638,2.2435927391052,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26829,1,1
3856,Malito,Italy,839,30/06/2011,39.155700683594,16.249399185181,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14501,1,1
3857,Malmedy,Belgium,12439,28/04/2016,50.42626953125,6.027379989624,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19672,1,1
3858,Malnate,Italy,16800,14/10/2013,45.797130584717,8.8827400207519,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17547,1,1
3859,Malodanylivska amalgamated territorial community,Ukraine,13572,04/10/2018,50.061044594791,36.164735652161,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25627,1,1
3860,Malonno,Italy,3305,22/05/2015,46.729999542236,10.191800117493,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19340,1,1
3861,Maltepe,Turkey,460955,08/10/2014,40.54999923706,29.89999961853,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18698,0,1
3862,Malvagna,Italy,792,29/09/2011,37.0,15.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18816,1,1
3863,Malyn,Ukraine,26588,25/10/2017,50.459999084473,29.159999847412,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20357,1,1
3864,Malè,Italy,2151,11/10/2012,46.352230072021,10.912899971008,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16057,1,1
3865,Malé Ozorovce,Slovakia,552,30/01/2012,48.682441711426,21.613870620727,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16512,1,1
3866,Malženice,Slovakia,1317,30/03/2011,48.450500488281,17.675500869751,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14607,1,1
3867,Mamalyha amalgamated territorial community,Ukraine,12083,05/11/2018,48.253523418976,26.585090240723,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26180,1,1
3868,Manacor,Spain,40300,12/09/2016,39.568902960802,3.2105826094971,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25162,1,1
3869,Manchester,United Kingdom,520000,27/05/2009,53.479000091553,-2.2452700138092,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12114,1,1
3870,Mandanici,Italy,635,23/04/2013,38.001201629639,15.190099716187,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18283,1,1
3871,Manerba del Garda,Italy,5170,"Unione dei comuni della Valtenesi,Manerba del Garda,comuni della Valtenesi,Polpenazze del Garda,Soiano del Lago,Moniga del Garda,Padenghe sul Garda",45.549739837646,10.551650047302,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18394,0,1
3872,Manerbio,Italy,13040,24/07/2014,45.354698181152,10.139180183411,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18247,0,1
3873,Manfredonia,Italy,57455,03/08/2010,41.627101898193,15.910300254822,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13522,1,1
3874,Mangone,Italy,1885,26/07/2011,39.203899383545,16.334400177002,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14461,1,1
3875,Manhay,Belgium,3380,12/10/2017,50.178001403809,5.4011001586914,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20335,1,1
3876,Maniace,Italy,3650,30/04/2013,37.884010314941,14.798009872437,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17480,1,1
3877,Maniago,Italy,11885,10/04/2015,46.171161651611,12.707940101623,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18931,0,1
3878,Manopello,Italy,6952,04/03/2011,42.258781433105,14.060939788818,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14933,1,1
3879,Manoppello,Italy,7049,04/03/2011,42.152801513672,14.060299873352,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17300,1,1
3880,Mannheim,Germany,311342,30/03/2010,49.488800048828,8.4680995941162,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13337,0,1
3881,Manuel ,Spain,2507,30/05/2016,39.05094909668,-0.49248000979424,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19469,1,1
3882,Manzanal de Arriba,Spain,358,04/06/2020,41.989202882985,-6.4401868342285,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27765,1,1
3883,Manzanilla,Spain,2403,08/01/2009,37.387901306152,-6.4295501708984,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11700,0,1
3884,Mara  					 ,Italy,688,17/06/2011,40.410800933838,8.6372499465942,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14526,0,1
3885,Maracalagonis,Italy,7590,09/09/2013,39.284938812256,9.2316102981567,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17314,0,1
3886,Marano Principato,Italy,2337,06/02/2010,39.300598144531,16.175899505615,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12960,1,1
3887,Marano di Napoli,Italy,56609,30/09/2013,40.889158450603,14.192953562378,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19165,1,1
3888,Marche-en-Famenne,Belgium,17401,"Somme-leuze,Pays de Famenne,ROCHEFORT,Marche-en-Famenne,Asbl Pays de Famenne",50.226034513938,5.3401601314545,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25099,1,1
3889,Marcheno,Italy,4492,09/06/2010,45.705001831055,10.212200164795,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13392,0,1
3890,Marchirolo,Italy,3423,27/09/2012,45.937351226807,8.8028898239136,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16549,1,1
3891,Marciana,Italy,2217,"Capoliveri,Portoferraio,Rio Marina,Porto Azzurro,Campo Elba,Rio Elba,Marciana",42.79093170166,10.167380332947,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15844,1,1
3892,Marciana Marina,Italy,1975,16/03/2010,42.805408477783,10.201330184937,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13701,0,1
3893,Marcianise,Italy,40300,13/04/2012,41.159519195557,14.186479568481,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15567,1,1
3894,Marco de Canaveses,Portugal,53450,18/12/2020,41.185533654546,-8.1491303443909,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27991,1,1
3895,Marene,Italy,3178,"Cervere,Marene",44.0,7.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19097,1,1
3896,Margalef,Spain,110,30/10/2014,41.284828186035,0.75350999832153,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18752,1,1
3897,Margherita di Savoia,Italy,12465,29/12/2010,41.373699188232,16.150100708008,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14578,1,1
3898,Margno,Italy,375,04/05/2015,46.030460357666,9.3806600570679,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19149,1,1
3899,Marianopoli,Italy,1976,20/03/2013,37.596530914307,13.914360046387,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16844,0,1
3900,Maribor,Slovenia,111187,18/04/2011,46.407600402832,15.732399940491,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14041,1,1
3901,Mariglianella,Italy,7836,"Marigliano,Brusciano,Castello di Cisterna,San Vitaliano,Mariglianella,Pomigliano d'Arco",40.929920668065,14.438738822937,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25177,0,1
3902,Marigliano,Italy,30046,"Marigliano,Brusciano,Castello di Cisterna,San Vitaliano,Mariglianella,Pomigliano d'Arco",40.925344808957,14.456940293312,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25164,0,1
3903,Marin,Spain,24362,12/09/2019,42.392751843325,-8.699004650116,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26972,1,1
3904,Marineo,Italy,6885,22/09/2010,37.951499938965,13.415300369263,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13644,1,1
3905,Marinici,"Moldova, Republic Of",2295,27/10/2010,43.974998474121,17.926399230957,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13654,0,1
3906,Mariupol,Ukraine,461810,28/08/2013,47.097129821777,37.543369293213,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17334,1,1
3907,Markopoulo Mesogaias,Greece,19963,27/04/2016,37.882308959961,23.932119369507,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19837,1,1
3908,Marmentino,Italy,695,04/08/2010,45.755599975586,10.287699699402,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13625,1,1
3909,Marmolejo,Spain,7089,05/08/2016,38.044700622559,-4.1709499359131,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19874,0,1
3910,Marostica,Italy,13941,30/12/2015,45.745960235596,11.658390045166,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19362,1,1
3911,Marratxi,Spain,36001,20/03/2017,39.621296966044,2.7256675423584,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25125,1,1
3912,Marrubiu,Italy,5000,"Terralba,Arborea,San Nicolò d’Arcidano,Uras,Santa Giusta,Palmas Arborea,Marrubiu",39.753299713135,8.6382999420166,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15502,1,1
3913,Marsaskala,Malta,9257,17/06/2009,35.86249923706,14.567500114441,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12154,0,1
3914,Martano,Italy,9484,18/11/2010,40.202491760254,18.302589416504,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14748,1,1
3915,Martfű,Hungary,6898,29/11/2012,47.017509460449,20.288059234619,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16479,1,1
3916,Martignana di Po ,Italy,2013,09/04/2014,45.0,10.220000267029,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18019,1,1
3917,Martigny,Switzerland,16000,30/07/2008,46.100799560547,7.073009967804,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12987,1,1
3918,Martinsicuro,Italy,17078,19/08/2010,42.884700775146,13.915499687195,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13479,0,1
3919,Martirano Lombardo,Italy,1196,18/10/2012,39.074840545654,16.232000350952,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16055,1,1
3920,Martirano,Italy,953,13/01/2012,39.082359313965,16.24813079834,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15071,1,1
3921,Martis,Italy,560,12/09/2011,40.778900146484,8.808690071106,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14527,0,1
3922,Martuni,Armenia,12900,12/11/2018,40.134233110833,45.307230949243,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25582,1,1
3923,Maruggio,Italy,5355,20/10/2010,40.349418640137,17.727739334106,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14419,1,1
3924,Marzabotto,Italy,6833,30/10/2012,44.340450286865,11.204930305481,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16141,1,1
3925,Marzano Appio,Italy,2354,19/03/2012,41.319049835205,14.047750473023,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15384,0,1
3926,Marçà,Spain,599,01/12/2017,41.126770671119,0.80312848091125,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26911,1,1
3927,Marzi,Italy,993,29/10/2012,39.155200958252,16.114799499512,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16103,0,1
