,name,entity_type,country
7608,Sumitomo Mitsui Financial Group,Investor,Japan
7609,Sumitomo Heavy Industries. Ltd.,Investor,Japan
7610,TELEPLAN,Supply Chain,Netherlands
7611,"Tokio Marine Holdings, Inc.",Investor,Japan
7612,"Tokio Marine Holdings, Inc.",Investor,Japan
7613,"Toyo Seikan Group Holdings, Ltd.",Investor,Japan
7614,"Toyobo Co., Ltd.",Investor,Japan
7615,Toyota Industries Corporation,Investor,Japan
7616,Uni-Charm Corporation,Investor,Japan
7617,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
7618,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
7619,Vale,Investor,Brazil
7620,Vale,Investor,Brazil
7621,Vallourec,Investor,France
7622,Voestalpine AG,Investor,Austria
7623,Voestalpine AG,Investor,Austria
7624,"Walmart, Inc.",Investor,United States of America
7625,Wilmar International Limited,Investor,Singapore
7626,WorleyParsons,Investor,Australia
7627,Yamaha Corporation,Investor,Japan
7628,Yamaha Corporation,Investor,Japan
7629,Yokogawa Electric Corporation,Investor,Japan
7630,Yokogawa Electric Corporation,Investor,Japan
7631,LG Innotek,Investor,Republic of Korea
7632,Axiata Group Berhad,Investor,Malaysia
7633,Vopak,Investor,Netherlands
7634,Barry Callebaut AG,Investor,Switzerland
7635,Hansoll Textile Ltd,Supply Chain,Republic of Korea
7636,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
7637,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
7638,"MS&AD Insurance Group Holdings, Inc.",Investor,Japan
7639,Sanden,Supply Chain,Japan
7640,"VMware, Inc",Investor,United States of America
7641,Toyoda Gosei,Investor,Japan
7642,Trinseo LLC,Investor,United States of America
7643,AbbVie Inc,Investor,United States of America
7644,AbbVie Inc,Investor,United States of America
7645,News Corp,Investor,United States of America
7646,News Corp,Investor,United States of America
7647,News Corp,Investor,United States of America
7648,News Corp,Investor,United States of America
7649,KORDSA TEKNIK TEKSTIL A.S.,Investor,Turkey
7650,"Daifuku Co., Ltd.",Investor,Japan
7651,Nippon Closures,Supply Chain,Japan
7652,Nippon Closures,Supply Chain,Japan
7653,Yachiyo,Supply Chain,Japan
7654,Adecco Group AG,Investor,Switzerland
7655,Adecco Group AG,Investor,Switzerland
7656,Adecco Group AG,Investor,Switzerland
7657,Advantest Corporation,Investor,Japan
7658,"Aeon Co., Ltd.",Investor,Japan
7659,"Aeon Co., Ltd.",Investor,Japan
7660,3M Company,Investor,United States of America
7661,"ASE Technology Holding Co., Ltd.",Investor,"Taiwan, Greater China"
7662,"ASE Technology Holding Co., Ltd.",Investor,"Taiwan, Greater China"
7663,Ajinomoto Co.Inc.,Investor,Japan
7664,"Aisin Seiki Co., Ltd.",Investor,Japan
7665,"Aisin Seiki Co., Ltd.",Investor,Japan
7666,ANA Holdings Inc.,Investor,Japan
7667,"Aoyama Trading Co., Ltd.",Investor,Japan
7668,"Asahi Group Holdings, Ltd.",Investor,Japan
7669,"Asahi Group Holdings, Ltd.",Investor,Japan
7670,"Asahi Group Holdings, Ltd.",Investor,Japan
7671,AGC Inc.,Investor,Japan
7672,Asahi Kasei Corporation,Investor,Japan
7673,Asics Corporation,Investor,Japan
7674,Asics Corporation,Investor,Japan
7675,Astellas Pharma Inc.,Investor,Japan
7676,AU Optronics,Investor,"Taiwan, Greater China"
7677,Australia and New Zealand Banking Group,Investor,Australia
7678,Australia and New Zealand Banking Group,Investor,Australia
7679,Australia and New Zealand Banking Group,Investor,Australia
7680,"Autodesk, Inc.",Investor,United States of America
7681,"Autodesk, Inc.",Investor,United States of America
7682,"Autodesk, Inc.",Investor,United States of America
7683,"Autodesk, Inc.",Investor,United States of America
7684,Avaya,Supply Chain,United States of America
7685,Avaya,Supply Chain,United States of America
7686,Bank of America,Investor,United States of America
7687,Bank of America,Investor,United States of America
7688,Bank of America,Investor,United States of America
7689,Bank of Nova Scotia (Scotiabank),Investor,Canada
7690,Baxter International Inc.,Investor,United States of America
7691,"Benesse Holdings, Inc.",Investor,Japan
7692,"Benesse Holdings, Inc.",Investor,Japan
7693,"Benesse Holdings, Inc.",Investor,Japan
7694,Biogen Inc.,Investor,United States of America
7695,Biogen Inc.,Investor,United States of America
7696,BlackRock,Investor,United States of America
7697,Bloomberg,Supply Chain,United States of America
7698,Bloomberg,Supply Chain,United States of America
7699,Bloomberg,Supply Chain,United States of America
7700,Bloomberg,Supply Chain,United States of America
7701,Bristol-Myers Squibb,Investor,United States of America
7702,Broadridge Financial Solutions Inc,Investor,United States of America
7703,"Brother Industries, Ltd.",Investor,Japan
7704,"Brother Industries, Ltd.",Investor,Japan
7705,BT Group,Investor,United Kingdom of Great Britain and Northern Ireland
7706,Burberry Group,Investor,United Kingdom of Great Britain and Northern Ireland
7707,CA Technologies,Investor,United States of America
7708,Canon Inc.,Investor,Japan
7709,Canon Inc.,Investor,Japan
7710,"Casio Computer Co., Ltd.",Investor,Japan
7711,"Casio Computer Co., Ltd.",Investor,Japan
7712,"Casio Computer Co., Ltd.",Investor,Japan
7713,"Casio Computer Co., Ltd.",Investor,Japan
7714,"Casio Computer Co., Ltd.",Investor,Japan
7715,"Casio Computer Co., Ltd.",Investor,Japan
7716,"Casio Computer Co., Ltd.",Investor,Japan
7717,"Casio Computer Co., Ltd.",Investor,Japan
7718,Samsung C&T,Investor,Republic of Korea
7719,Samsung C&T,Investor,Republic of Korea
7720,China Steel Corporation,Investor,"Taiwan, Greater China"
7721,"Cisco Systems, Inc.",Investor,United States of America
7722,"Cisco Systems, Inc.",Investor,United States of America
7723,Citigroup Inc.,Investor,United States of America
7724,Citigroup Inc.,Investor,United States of America
7725,Croda International,Investor,United Kingdom of Great Britain and Northern Ireland
7726,"Dai Nippon Printing Co., Ltd.",Investor,Japan
7727,"Dai Nippon Printing Co., Ltd.",Investor,Japan
7728,"Dai Nippon Printing Co., Ltd.",Investor,Japan
7729,"Dai-ichi Life Holdings, Inc.",Investor,Japan
7730,"Dai-ichi Life Holdings, Inc.",Investor,Japan
7731,"Daikin Industries, Ltd.",Investor,Japan
7732,"Daikin Industries, Ltd.",Investor,Japan
7733,"Daiichi Sankyo Co., Ltd.",Investor,Japan
7734,"Daiichi Sankyo Co., Ltd.",Investor,Japan
7735,Daimler AG,Investor,Germany
7736,"Sumitomo Dainippon Pharma Co., Ltd.",Investor,Japan
7737,"Daito Trust Construction Co., Ltd.",Investor,Japan
7738,"Daito Trust Construction Co., Ltd.",Investor,Japan
7739,"Daito Trust Construction Co., Ltd.",Investor,Japan
7740,"Daito Trust Construction Co., Ltd.",Investor,Japan
7741,"Daiwa House Industry Co., Ltd.",Investor,Japan
7742,"Daiwa House Industry Co., Ltd.",Investor,Japan
7743,Daiwa Securities Group Inc.,Investor,Japan
7744,Danone,Investor,France
7745,Denka Company Limited,Investor,Japan
7746,Denka Company Limited,Investor,Japan
7747,Dentsu Inc.,Investor,Japan
7748,Dentsu Inc.,Investor,Japan
7749,Dentsu Inc.,Investor,Japan
7750,Deutsche Bank AG,Investor,Germany
7751,DIC Corporation,Investor,Japan
7752,DIC Corporation,Investor,Japan
7753,DIC Corporation,Investor,Japan
7754,The Dow Chemical Company,Investor,United States of America
7755,East Japan Railway Company,Investor,Japan
7756,"Eisai Co., Ltd.",Investor,Japan
7757,Estee Lauder Companies Inc.,Investor,United States of America
7758,FIRMENICH SA,Investor,Switzerland
7759,FIRMENICH SA,Investor,Switzerland
7760,FIRMENICH SA,Investor,Switzerland
7761,FIRMENICH SA,Investor,Switzerland
7762,FP Corporation,Investor,Japan
7763,"Fuji Electric Co., Ltd.",Investor,Japan
7764,"Fuji Electric Co., Ltd.",Investor,Japan
7765,"Fuji Electric Co., Ltd.",Investor,Japan
7766,"Fuji Electric Co., Ltd.",Investor,Japan
7767,"Fuji Electric Co., Ltd.",Investor,Japan
7768,FUJIFILM Holdings Corporation,Investor,Japan
7769,FUJIFILM Holdings Corporation,Investor,Japan
7770,FUJIFILM Holdings Corporation,Investor,Japan
7771,FUJIFILM Holdings Corporation,Investor,Japan
7772,FUJIFILM Holdings Corporation,Investor,Japan
7773,FUJIFILM Holdings Corporation,Investor,Japan
7774,FUJI OIL HOLDINGS INC.,Investor,Japan
7775,FUJI OIL HOLDINGS INC.,Investor,Japan
7776,FUJI OIL HOLDINGS INC.,Investor,Japan
7777,Fujitsu Limited,Investor,Japan
7778,Fujitsu Limited,Investor,Japan
7779,Fujitsu Limited,Investor,Japan
7780,"Furukawa Electric Co., Ltd.",Investor,Japan
7781,Naturgy Energy Group SA,Investor,Spain
7782,General Electric Company,Investor,United States of America
7783,Givaudan SA,Investor,Switzerland
7784,Givaudan SA,Investor,Switzerland
7785,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
7786,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
7787,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
7788,Glory Ltd.,Investor,Japan
7789,Goldman Sachs Group Inc.,Investor,United States of America
7790,Goldman Sachs Group Inc.,Investor,United States of America
7791,Goldman Sachs Group Inc.,Investor,United States of America
7792,Graphic Packaging,Investor,United States of America
7793,"The Hachijuni Bank, Ltd.",Investor,Japan
7794,Hakuhodo DY Holdings Incorporated,Investor,Japan
7795,Hays,Investor,United Kingdom of Great Britain and Northern Ireland
7796,"Hitachi Construction Machinery Co., Ltd.",Investor,Japan
7797,"Hitachi, Ltd.",Investor,Japan
7798,Hitachi High-Technologies Corporation,Investor,Japan
7799,"Honda Motor Co., Ltd.",Investor,Japan
7800,Husqvarna AB,Investor,Sweden
7801,IHI Corporation,Investor,Japan
7802,Ingenico,Investor,France
7803,Ingenico,Investor,France
7804,Inpex Corporation,Investor,Japan
7805,Inpex Corporation,Investor,Japan
7806,Intel Corporation,Investor,United States of America
7807,Intel Corporation,Investor,United States of America
7808,Isetan Mitsukoshi Holdings Ltd.,Investor,Japan
7809,Isuzu Motors Limited,Investor,Japan
7810,JCDecaux SA.,Investor,France
7811,LIXIL Group Corporation,Investor,Japan
7812,LIXIL Group Corporation,Investor,Japan
7813,JPMorgan Chase & Co.,Investor,United States of America
7814,JSR Corporation,Investor,Japan
7815,JSR Corporation,Investor,Japan
7816,JTEKT Corporation,Investor,Japan
7817,"Juniper Networks, Inc.",Investor,United States of America
7818,"Juniper Networks, Inc.",Investor,United States of America
7819,"Kagome Co., Ltd.",Investor,Japan
7820,Kajima Corporation,Investor,Japan
7821,Kajima Corporation,Investor,Japan
7822,Kajima Corporation,Investor,Japan
7823,Kajima Corporation,Investor,Japan
7824,"Kawasaki Kisen Kaisha, Ltd.",Investor,Japan
7825,"Kawasaki Kisen Kaisha, Ltd.",Investor,Japan
7826,"Kawasaki Kisen Kaisha, Ltd.",Investor,Japan
7827,"Kawasaki Heavy Industries, Ltd.",Investor,Japan
7828,KDDI Corporation,Investor,Japan
7829,Kellogg Company,Investor,United States of America
7830,Kellogg Company,Investor,United States of America
7831,Kirin Holdings Co Ltd,Investor,Japan
7832,Kirin Holdings Co Ltd,Investor,Japan
7833,Kikkoman Corporation,Investor,Japan
7834,Kikkoman Corporation,Investor,Japan
7835,"Kintetsu Group Holdings Co.,Ltd.",Investor,Japan
7836,"Kintetsu Group Holdings Co.,Ltd.",Investor,Japan
7837,"Kokuyo Co., Ltd.",Investor,Japan
7838,"Kokuyo Co., Ltd.",Investor,Japan
7839,Komatsu Ltd.,Investor,Japan
7840,"Konica Minolta, Inc.",Investor,Japan
7841,"Konica Minolta, Inc.",Investor,Japan
7842,"Konica Minolta, Inc.",Investor,Japan
7843,Kubota Corporation,Investor,Japan
7844,L'Oréal,Investor,France
7845,L'Oréal,Investor,France
7846,L'Oréal,Investor,France
7847,L'Oréal,Investor,France
7848,L'Oréal,Investor,France
7849,LANXESS AG,Investor,Germany
7850,LANXESS AG,Investor,Germany
7851,LANXESS AG,Investor,Germany
7852,"Legg Mason, Inc.",Investor,United States of America
7853,"Lexmark International, Inc.",Investor,United States of America
7854,Lion Corporation,Investor,Japan
7855,Lion Corporation,Investor,Japan
7856,"Marsh & McLennan Companies, Inc.",Investor,United States of America
7857,"Marui Group Co., Ltd.",Investor,Japan
7858,"Marui Group Co., Ltd.",Investor,Japan
7859,Mastercard Incorporated,Investor,United States of America
7860,Mastercard Incorporated,Investor,United States of America
7861,Mazda Motor Corporation,Investor,Japan
7862,Mazda Motor Corporation,Investor,Japan
7863,S&P Global,Investor,United States of America
7864,Merck KGaA,Investor,Germany
7865,"Merck & Co., Inc.",Investor,United States of America
7866,"MetLife, Inc.",Investor,United States of America
7867,"MetLife, Inc.",Investor,United States of America
7868,"Micron Technology, Inc.",Investor,United States of America
7869,Mitsubishi Electric Corporation,Investor,Japan
7870,Mitsubishi Electric Corporation,Investor,Japan
7871,"Mitsui Chemicals, Inc.",Investor,Japan
7872,Morgan Stanley,Investor,United States of America
7873,Morgan Stanley,Investor,United States of America
7874,Morgan Stanley,Investor,United States of America
7875,Murata Mfg. Co.,Investor,Japan
7876,Murata Mfg. Co.,Investor,Japan
7877,Murata Mfg. Co.,Investor,Japan
7878,"Nankai Electric Railway Co., Ltd.",Investor,Japan
7879,"Nankai Electric Railway Co., Ltd.",Investor,Japan
7880,BANDAI NAMCO Holdings Inc.,Investor,Japan
7881,National Australia Bank,Investor,Australia
7882,NEC Corporation,Investor,Japan
7883,NEC Corporation,Investor,Japan
7884,NEC Corporation,Investor,Japan
7885,Nestlé,Investor,Switzerland
7886,Nestlé,Investor,Switzerland
7887,Nestlé,Investor,Switzerland
7888,Nikon Corporation,Investor,Japan
7889,Nikon Corporation,Investor,Japan
7890,Nichirei Corporation,Investor,Japan
7891,Nichirei Corporation,Investor,Japan
7892,Nichirei Corporation,Investor,Japan
7893,NIKE Inc.,Investor,United States of America
7894,"Nippon Kayaku Co., Ltd.",Investor,Japan
7895,Nippon Yusen Kaisha Line,Investor,Japan
7896,NOK Corporation,Investor,Japan
7897,"Nomura Holdings, Inc.",Investor,Japan
7898,"Nissan Chemical Industries, Ltd.",Investor,Japan
7899,"Nissan Motor Co., Ltd.",Investor,Japan
7900,"Nissan Motor Co., Ltd.",Investor,Japan
7901,Nitto Denko Corporation,Investor,Japan
7902,"Nomura Research Institute, Ltd.",Investor,Japan
7903,Northrop Grumman Corp,Investor,United States of America
7904,Novo Nordisk A/S,Investor,Denmark
7905,Novo Nordisk A/S,Investor,Denmark
7906,Novo Nordisk A/S,Investor,Denmark
7907,Novartis,Investor,Switzerland
7908,Novartis,Investor,Switzerland
7909,NSK Ltd.,Investor,Japan
7910,NTT Data Corporation,Investor,Japan
7911,NTN Corporation,Investor,Japan
7912,NTN Corporation,Investor,Japan
7913,NTN Corporation,Investor,Japan
7914,Obayashi Corporation,Investor,Japan
7915,Obayashi Corporation,Investor,Japan
7916,OMRON Corporation,Investor,Japan
7917,OMRON Corporation,Investor,Japan
7918,OMRON Corporation,Investor,Japan
7919,"Ono Pharmaceutical Co., Ltd.",Investor,Japan
7920,Panasonic Corporation,Investor,Japan
7921,Panasonic Corporation,Investor,Japan
7922,Panasonic Corporation,Investor,Japan
7923,Pioneer Corporation,Investor,Japan
7924,Prologis,Investor,United States of America
7925,Prudential plc,Investor,United Kingdom of Great Britain and Northern Ireland
7926,QUALCOMM Inc.,Investor,United States of America
7927,"Rengo Co., Ltd.",Investor,Japan
