iso,doc_name,doc_type,X1,X2,X3,X4,X5,X6,X7,X8,X9,top_topic
SLB,SLB-revised_first_ndc-EN.html,NDC,0.015936130810246925,0.34105462316579915,6.284309317269742e-4,0.44596345368350904,0.08659051920396893,0.0010353423238723715,9.263039585468801e-4,0.09598927291842677,0.01187592300390262,4
SLE,SLE-revised_first_ndc-EN.html,NDC,9.19194546418782e-5,1.8384282553935373e-4,2.4902143398541403e-5,0.9885119321551767,1.5323894357027458e-4,7.433562095392289e-4,1.1445053799145973e-4,5.092588986298593e-5,0.010125431840279326,4
SOM,SOM-revised_first_ndc-EN.html,NDC,9.194208251822523e-4,0.0708506643463882,2.3813037354621086e-4,0.842803100949606,0.07966935644009326,2.2942458168355133e-4,9.844010110510134e-4,6.167308722900043e-4,0.0036887706001592505,4
STP,STP-revised_first_ndc-EN.html,NDC,0.011054153657423802,0.1808746055375399,0.03689664989914361,0.1949872515203973,0.2764581175760391,0.06573962095246168,0.15942688048820206,0.0040681858042627824,0.07049453456452993,5
SVK,SVK-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
SVN,SVN-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
SWE,SWE-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
SWZ,SWZ-revised_first_ndc-EN.html,NDC,6.243591406579508e-4,7.925913337398413e-4,2.9276616688447246e-4,0.3701803836574356,0.11538227948700977,3.0320973570897187e-5,7.565079080385658e-5,2.569807136713282e-4,0.5123646677362264,9
SYC,SYC-revised_first_ndc-EN.html,NDC,4.8754140201981173e-4,0.0012961014424079877,3.6287860024468053e-4,0.779080681059588,0.13347774688688038,0.0017271061697243396,0.0014213693400612854,0.05820850520898568,0.02393806989008761,4
THA,THA-revised_first_ndc-EN.html,NDC,9.299754168240949e-4,0.17461804998545039,3.169688366423503e-4,0.8128187285497902,0.003954979515578654,6.544945153033348e-4,0.0023209962600787043,8.025753874011099e-4,0.00358323153293098,4
TJK,TJK-revised_first_ndc-EN.html,NDC,0.07683166849036412,0.156609718872534,0.001121763456024,0.537634692627927,0.08467914440558687,0.06299732229240053,0.004299965645410998,0.0011980426808046172,0.07462768152894782,4
TZA,TZA-revised_first_ndc-EN.html,NDC,0.001684487781929643,0.8270462874372496,0.0011368973511125986,0.1536296206437862,0.008587690378528572,6.993573535572741e-4,0.0030652217062949964,7.550292256457796e-4,0.0033954081218957725,2
UGA,UGA-revised_first_ndc-EN.html,NDC,0.004149360121549558,0.004281834692385433,0.024554098058959004,0.02433743811494395,0.7576752565406563,5.429866575243085e-4,4.781107231989476e-4,0.0018703684367937525,0.18211054665398874,5
