"entity_id","name","entity_type","country","commitment","area","density","GDP","budget","population","iso"
16748,"Trinita’","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16749,"Tadasuni","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"184","ITA"
16755,"Taibon Agordino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16757,"Talamello","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16759,"Tambre","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16768,"Teggiano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,182","ITA"
16790,"Tiglieto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"594","ITA"
16792,"Tinnura","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16799,"Toblach - Dobbiaco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16801,"Tolentino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"20,381","ITA"
16803,"Tolmezzo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16807,"Ton","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16811,"Torchiara","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,808","ITA"
16836,"Torresina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16846,"Torrita Di Siena","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16847,"Tortorella","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16857,"Traona","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16867,"Travesio.","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16868,"Trebaseleghe","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16881,"Trentinara","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,683","ITA"
16886,"Trequanda","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,319","ITA"
16894,"Trevi Nel Lazio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16923,"Tuili","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16932,"Ugento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"12,266","ITA"
16933,"Uggiano La Chiesa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16951,"Urbe","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16960,"Ussaramanna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16962,"Vicoforte","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16972,"Valdaone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16981,"Valfloriana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16984,"Valgrana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16993,"Valle Dell’Angelo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16997,"Vallefoglia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17002,"Vallerotonda","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17006,"Vallo Della Lucania","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17009,"Valmasino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17038,"Verolanuova","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17041,"Verucchio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"9,970","ITA"
17044,"Verzegnis","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17049,"Vibonati","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17050,"Vicalvi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17068,"Vigolzone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,268","ITA"
17089,"Villa Latina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17101,"Villa Del Conte","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17104,"Villadose","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17118,"Villamar","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17122,"Villanova Marchesana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17123,"Villanova Mondovì","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17127,"Villanova Di Camposampiero","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17129,"Villanovaforru","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17130,"Villanovafranca","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17132,"Villaperuccio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,100","ITA"
17135,"Villar San Costanzo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,505","ITA"
17143,"Ville D'Anaunia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17155,"Vito D'Asio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17165,"Voghiera","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,842","ITA"
17166,"Volpiano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17167,"Voltago Agordino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17175,"Zeddiani","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17197,"Adria","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17216,"Amaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17221,"Aquino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17224,"Ardenno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17226,"Argenta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17228,"Arola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17229,"Arpino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,200","ITA"
17233,"Ascea","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17239,"Atina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17241,"Auletta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17254,"Bardineto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
17284,"General Belgrano","City","Argentina","Climate Ambition Alliance: Net Zero 2050","","",NA,NA,"","ARG"
17285,"Rosario de la Frontera","City","Argentina","Climate Ambition Alliance: Net Zero 2050","5,402.0","13.0",NA,NA,"26,174","ARG"
